"shrid2","y_05k_raw","y_10k_raw","y_cons_raw","lat","lon","d_name","sd_name","clusters","wave","tot_p","tot_m","tot_f","urban","y_05k","y_10k","y_cons","D"
"11-28-539-04626-576717",0.056497175,0,21047.546875,17.405,79.145,"Nalgonda","Atmakur (M)","ATMAKUR (M) NALGONDA","Holdout",804,0.539800995,0.460199005,0,0,1,0,NA
"11-28-539-04626-576718",0.019607844,0,19875.77734375,17.395,79.165,"Nalgonda","Atmakur (M)","ATMAKUR (M) NALGONDA","Holdout",1127,0.529724933,0.470275067,0,0,1,0,NA
"11-28-539-04626-576719",0.083850935,0.00621118,20193.48828125,17.375,79.185,"Nalgonda","Atmakur (M)","ATMAKUR (M) NALGONDA","Holdout",2690,0.512267658,0.487732342,0,0,0,0,NA
"11-28-539-04626-576720",0.006968641,0,24729.716796875,17.415,79.185,"Nalgonda","Atmakur (M)","ATMAKUR (M) NALGONDA","Holdout",1037,0.505303761,0.494696239,0,0,1,0,NA
"11-28-539-04626-576721",0.04327666,0.00618238,24240.373046875,17.435,79.195,"Nalgonda","Atmakur (M)","ATMAKUR (M) NALGONDA","Holdout",2560,0.5078125,0.4921875,0,0,0,0,NA
"11-28-539-04626-576722",0.098750003,0.026249999,22665.693359375,17.465,79.225,"Nalgonda","Atmakur (M)","ATMAKUR (M) NALGONDA","Holdout",3205,0.502028081,0.497971919,0,0,0,0,NA
"11-28-539-04627-576723",0.1530343,0.029023746,23132.16796875,17.415,78.955,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1545,0.499029126,0.500970874,0,0,0,0,NA
"11-28-539-04627-576724",0.169856459,0.009569378,24961.046875,17.445,78.965,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1720,0.512790698,0.487209302,0,0,0,0,NA
"11-28-539-04627-576725",0.071186438,0.016949153,22099.943359375,17.445,78.995,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1302,0.534562212,0.465437788,0,0,0,0,NA
"11-28-539-04627-576726",0.033333335,0.011904762,20303.60546875,17.455,79.025,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",3523,0.507521998,0.492478002,0,0,0,0,NA
"11-28-539-04627-576727",0.005934718,0,23442.39453125,17.435,79.075,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1316,0.510638298,0.489361702,0,0,1,0,NA
"11-28-539-04627-576729",0.007792208,0,22059.353515625,17.435,79.115,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1449,0.514837819,0.485162181,0,0,1,0,NA
"11-28-539-04627-576730",0.038961038,0,25423.349609375,17.405,79.135,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",594,0.516835017,0.483164983,0,0,1,0,NA
"11-28-539-04627-576731",0.250892848,0.071428575,24238.375,17.405,79.095,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",4489,0.502784585,0.497215415,0,0,0,0,NA
"11-28-539-04627-576732",0.045161292,0,20868.46875,17.385,79.035,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1321,0.529144587,0.470855413,0,0,1,0,NA
"11-28-539-04627-576733",0.146341458,0.05226481,23359.2734375,17.405,79.035,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1230,0.504065041,0.495934959,0,0,0,0,NA
"11-28-539-04627-576734",0.106060609,0.008264462,22882.109375,17.405,78.995,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",3062,0.503592423,0.496407577,0,0,0,0,NA
"11-28-539-04627-576735",0.074794315,0.005983545,23094.458984375,17.375,78.955,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",5345,0.503461179,0.496538821,0,0,0,0,NA
"11-28-539-04627-576736",0.348547727,0.012448133,23833.216796875,17.365,78.935,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",2994,0.506680027,0.493319973,0,0,0,0,NA
"11-28-539-04627-576737",0.202020198,0.025252525,26554.732421875,17.345,78.935,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1639,0.522269677,0.477730323,0,0,0,0,NA
"11-28-539-04627-576738",0.039766081,0.003508772,20806.33984375,17.335,78.985,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",3569,0.511067526,0.488932474,0,0,0,0,NA
"11-28-539-04627-576739",0.014729951,0,21049.875,17.335,79.025,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",2432,0.518092105,0.481907895,0,0,1,0,NA
"11-28-539-04627-576740",0.347517729,0.070921987,22371.390625,17.345,79.015,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",624,0.519230769,0.480769231,0,0,0,0,NA
"11-28-539-04627-576741",0.251305848,0.072547883,22573.701171875,17.365,79.005,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",7713,0.522753792,0.477246208,0,0,0,0,NA
"11-28-539-04627-576742",0.324210525,0.029473685,25274.2109375,17.345,79.035,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1967,0.522623284,0.477376716,0,0,0,0,NA
"11-28-539-04627-576743",0.068731852,0.017424976,21472.73046875,17.415,79.055,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",4249,0.52106378,0.47893622,0,0,0,0,NA
"11-28-539-04627-576744",0.216535434,0,20634.34765625,17.375,79.055,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1254,0.509569378,0.490430622,0,0,1,0,NA
"11-28-539-04627-576745",0.06122449,0,19569.615234375,17.365,79.085,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",768,0.4765625,0.5234375,0,0,1,0,NA
"11-28-539-04627-576746",0.047619049,0,19156.58984375,17.375,79.115,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",109,0.449541284,0.550458716,0,0,1,0,NA
"11-28-539-04627-576747",0.10043668,0,23167.484375,17.385,79.125,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",894,0.512304251,0.487695749,0,0,1,0,NA
"11-28-539-04627-576748",0.008130081,0,22286.927734375,17.385,79.155,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",987,0.52887538,0.47112462,0,0,1,0,NA
"11-28-539-04627-576749",0.082949311,0,18381.216796875,17.375,79.165,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",1081,0.510638298,0.489361702,0,0,1,1,NA
"11-28-539-04627-576750",0.060439561,0.001831502,19896.17578125,17.355,79.145,"Nalgonda","Valigonda","VALIGONDA NALGONDA","Holdout",2403,0.521015397,0.478984603,0,0,0,0,NA
"11-28-539-04628-576751",0.216494843,0,21172.044921875,17.525,78.835,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1325,0.519245283,0.480754717,0,0,1,0,NA
"11-28-539-04628-576752",0.245487362,0.019855596,28544.52734375,17.535,78.865,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1897,0.507643648,0.492356352,0,0,0,0,NA
"11-28-539-04628-576753",0.260038227,0.051625241,22774.5546875,17.555,78.845,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2491,0.501405058,0.498594942,0,0,0,0,NA
"11-28-539-04628-576754",0.002123142,0,20439.375,17.575,78.875,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2037,0.506627393,0.493372607,0,0,1,0,NA
"11-28-539-04628-576755",0.115689382,0.011093502,21703.47265625,17.575,78.895,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2749,0.503092033,0.496907967,0,0,0,0,NA
"11-28-539-04628-576757",0.245551601,0.039145909,22611.384765625,17.525,78.965,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1161,0.507321275,0.492678725,0,0,0,0,NA
"11-28-539-04628-576758",0.176646709,0.005988024,23006.283203125,17.545,78.975,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1315,0.526235741,0.473764259,0,0,0,0,NA
"11-28-539-04628-576759",0.090909094,0.010909091,22403.8359375,17.515,78.985,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2257,0.523260966,0.476739034,0,0,0,0,NA
"11-28-539-04628-576760",0.072327048,0.006289308,24162.45703125,17.525,79.015,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1244,0.524115756,0.475884244,0,0,0,0,NA
"11-28-539-04628-576761",0.120567374,0.106382981,25788.216796875,17.505,79.035,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",580,0.532758621,0.467241379,0,0,0,0,NA
"11-28-539-04628-576762",0.090038314,0.001915709,24633.224609375,17.485,79.015,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2054,0.516066212,0.483933788,0,0,0,0,NA
"11-28-539-04628-576763",0.111111112,0.043859649,23312.06640625,17.485,78.985,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1365,0.504761905,0.495238095,0,0,0,0,NA
"11-28-539-04628-576764",0.529953897,0.032258064,22192.9453125,17.475,78.965,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",867,0.520184544,0.479815456,0,0,0,0,NA
"11-28-539-04628-576765",0.07333333,0.013333334,23568.400390625,17.465,78.955,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",662,0.501510574,0.498489426,0,0,0,0,NA
"11-28-539-04628-576766",0.166007906,0.039525691,26172.52734375,17.485,78.945,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1960,0.512755102,0.487244898,0,0,0,0,NA
"11-28-539-04628-576767",0.046511628,0,33602,17.505,78.965,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",354,0.468926554,0.531073446,0,0,1,0,NA
"11-28-539-04628-576768",0.042424243,0.012121212,23013.72265625,17.515,78.945,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",745,0.519463087,0.480536913,0,0,0,0,NA
"11-28-539-04628-576770",0.361502349,0.065727696,24388.939453125,17.485,78.845,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",854,0.508196721,0.491803279,0,0,0,0,NA
"11-28-539-04628-576771",0.102880657,0.045267489,26130.623046875,17.475,78.865,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",960,0.507291667,0.492708333,0,0,0,0,NA
"11-28-539-04628-576772",0.171875,0.130208328,24856.533203125,17.465,78.905,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2212,0.514466546,0.485533454,0,0,0,0,NA
"11-28-539-04628-576773",0.245704472,0.01718213,22635.19140625,17.455,78.935,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2399,0.498957899,0.501042101,0,0,0,0,NA
"11-28-539-04628-576774",0.051903114,0.001730104,28360.896484375,17.385,78.905,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",2129,0.522780648,0.477219352,0,0,0,0,NA
"11-28-539-04628-576775",0.235727444,0.024861878,23894.11328125,17.415,78.915,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",4619,0.507252652,0.492747348,0,0,0,0,NA
"11-28-539-04628-576776",0.194945842,0.108303249,25080.66015625,17.425,78.945,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",1170,0.516239316,0.483760684,0,0,0,0,NA
"11-28-539-04628-802926",NA,NA,24430.595618986,17.505,78.895,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",48797,0.503944915,0.496055085,1,NA,NA,0,NA
"11-28-539-04628-802926",NA,NA,27416.783203125,17.505,78.895,"Nalgonda","Bhongir","BHONGIR NALGONDA","Holdout",48797,0.503944915,0.496055085,1,NA,NA,0,NA
"11-28-539-04629-576777",0.097902097,0.017482517,19627.203125,17.485,78.705,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1190,0.505882353,0.494117647,0,0,0,0,1
"11-28-539-04629-576778",0.16544117,0.007352941,20026.76171875,17.495,78.715,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1252,0.494408946,0.505591054,0,0,0,0,1
"11-28-539-04629-576779",0.055350553,0.007380074,19619.12109375,17.505,78.725,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1271,0.518489378,0.481510622,0,0,0,0,1
"11-28-539-04629-576780",0.096385539,0,19603.60546875,17.495,78.745,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",424,0.507075472,0.492924528,0,0,1,0,1
"11-28-539-04629-576781",0.283283293,0.030030031,22522.76171875,17.495,78.765,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",4285,0.513185531,0.486814469,0,0,0,0,1
"11-28-539-04629-576782",0.106583074,0.012539185,20767.884765625,17.515,78.785,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1391,0.526240115,0.473759885,0,0,0,0,1
"11-28-539-04629-576783",0.328682184,0.007751938,22705.173828125,17.495,78.815,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",2714,0.504421518,0.495578482,0,0,0,0,1
"11-28-539-04629-576784",0.265306115,0,23158.392578125,17.465,78.775,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",357,0.537815126,0.462184874,0,0,1,0,1
"11-28-539-04629-576785",0.147540987,0,24873.052734375,17.485,78.735,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",252,0.531746032,0.468253968,0,0,1,0,1
"11-28-539-04629-576786",0.061827958,0.008064516,19980.318359375,17.465,78.735,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1685,0.522255193,0.477744807,0,0,0,0,1
"11-28-539-04629-576787",0.183844015,0,25374.990234375,17.445,78.765,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1453,0.489332416,0.510667584,0,0,1,0,1
"11-28-539-04629-576788",0.148471609,0.01091703,20995.619140625,17.415,78.755,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",3885,0.514285714,0.485714286,0,0,0,0,1
"11-28-539-04629-576789",0.097826086,0.047101449,20768.330078125,17.395,78.745,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1335,0.529588015,0.470411985,0,0,0,0,1
"11-28-539-04629-576790",0.192913383,0.062992126,22771.830078125,17.415,78.775,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1079,0.510658017,0.489341983,0,0,0,0,1
"11-28-539-04629-576791",0.223577231,0.060975611,23363.466796875,17.425,78.795,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",2090,0.524401914,0.475598086,0,0,0,0,1
"11-28-539-04629-576792",0.078947365,0.005263158,20791.291015625,17.445,78.795,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",825,0.524848485,0.475151515,0,0,0,0,1
"11-28-539-04629-576793",0.160839155,0.027972028,22625.220703125,17.445,78.825,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",2445,0.512883436,0.487116564,0,0,0,0,1
"11-28-539-04629-576794",0.191588789,0.018691588,21470.962890625,17.465,78.835,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1000,0.524,0.476,0,0,0,0,1
"11-28-539-04629-576795",0.304147452,0.020737328,24700.001953125,17.455,78.865,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1682,0.507134364,0.492865636,0,0,0,0,1
"11-28-539-04629-576796",0.046875,0.024038462,26022.84765625,17.425,78.835,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",3240,0.512345679,0.487654321,0,0,0,0,1
"11-28-539-04629-576797",0.112033196,0.004149378,20768.392578125,17.445,78.895,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",966,0.519668737,0.480331263,0,0,0,0,1
"11-28-539-04629-576798",0.209183678,0.005102041,21602.609375,17.425,78.865,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1748,0.532036613,0.467963387,0,0,0,0,1
"11-28-539-04629-576799",0.118380062,0.077881619,25493.23046875,17.405,78.885,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",1211,0.514450867,0.485549133,0,0,0,0,1
"11-28-539-04629-576800",0.287671238,0.205479458,27078.50390625,17.435,78.905,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",871,0.51435132,0.48564868,0,0,0,0,1
"11-28-539-04629-576801",NA,NA,NA,17.465,78.805,"Nalgonda","Bibinagar","BIBINAGAR NALGONDA","Treatment",NA,NA,NA,NA,NA,NA,NA,1
"11-28-539-04630-576802",0.188457012,0.102473497,21315.48046875,17.365,78.745,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",3805,0.518002628,0.481997372,0,0,0,0,0
"11-28-539-04630-576803",0.110497236,0.011049724,19496.287109375,17.385,78.775,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",831,0.540312876,0.459687124,0,0,0,0,0
"11-28-539-04630-576804",0.340326339,0.090909094,23244.2578125,17.385,78.785,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",5477,0.519627533,0.480372467,0,0,0,0,0
"11-28-539-04630-576805",0.093975902,0.009638554,22797.873046875,17.395,78.805,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1762,0.526674234,0.473325766,0,0,0,0,0
"11-28-539-04630-576806",0.026086956,0.013043478,21580.1953125,17.395,78.835,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1923,0.51950078,0.48049922,0,0,0,0,0
"11-28-539-04630-576807",0.082474224,0.009278351,20215.1875,17.375,78.875,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",4298,0.509539321,0.490460679,0,0,0,0,0
"11-28-539-04630-576808",0.093457945,0,22432.49609375,17.375,78.855,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",446,0.542600897,0.457399103,0,0,1,0,0
"11-28-539-04630-576809",0.483146071,0.014044944,25120.64453125,17.375,78.835,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1499,0.513008672,0.486991328,0,0,0,0,0
"11-28-539-04630-576810",0.375,0,30141.0859375,17.375,78.815,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",65,0.492307692,0.507692308,0,0,1,0,0
"11-28-539-04630-576811",0.312883437,0.004089979,22192.30078125,17.365,78.805,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",2157,0.521094112,0.478905888,0,0,0,0,0
"11-28-539-04630-576812",0.019417476,0.009708738,24296.732421875,17.365,78.775,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",826,0.492736077,0.507263923,0,0,0,0,0
"11-28-539-04630-576813",0.509569407,0.059808612,23971.177734375,17.345,78.745,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1793,0.525934189,0.474065811,0,0,0,0,0
"11-28-539-04630-576814",0.13636364,0.013636364,21293.62109375,17.355,78.835,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1992,0.502008032,0.497991968,0,0,0,0,0
"11-28-539-04630-576815",0.013745705,0,21293.84765625,17.345,78.875,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1331,0.517655898,0.482344102,0,0,1,0,0
"11-28-539-04630-576816",0.316151202,0,23066.44140625,17.355,78.895,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1268,0.522870662,0.477129338,0,0,1,0,0
"11-28-539-04630-576817",0.01604278,0,22910.6640625,17.365,78.905,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",814,0.507371007,0.492628993,0,0,1,0,0
"11-28-539-04630-576818",0.187999994,0.004,24518.630859375,17.335,78.865,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",987,0.502532928,0.497467072,0,0,0,0,0
"11-28-539-04630-576819",0.436813176,0.024725275,23879.984375,17.325,78.835,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1563,0.522712732,0.477287268,0,0,0,0,0
"11-28-539-04630-576820",0.233146071,0.050561797,24357.06640625,17.325,78.795,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",1436,0.506267409,0.493732591,0,0,0,0,0
"11-28-539-04630-576821",0.209821433,0,24306.560546875,17.315,78.805,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",894,0.507829978,0.492170022,0,0,1,0,0
"11-28-539-04630-576822",0.365853667,0.012195121,27599.66796875,17.305,78.835,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",314,0.49044586,0.50955414,0,0,0,0,0
"11-28-539-04630-576823",0.191024169,0.048331417,24822.6640625,17.305,78.865,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",3541,0.526122564,0.473877436,0,0,0,0,0
"11-28-539-04630-576824",NA,NA,NA,17.335,78.785,"Nalgonda","Pochampalle","POCHAMPALLE NALGONDA","Control",NA,NA,NA,NA,NA,NA,NA,0
"11-28-539-04631-576825",0.102409638,0,21985.009765625,17.285,78.765,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",1288,0.525621118,0.474378882,0,0,1,0,0
"11-28-539-04631-576826",0.265717685,0.051008303,21349.390625,17.265,78.805,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",3726,0.503220612,0.496779388,0,0,0,0,0
"11-28-539-04631-576827",0.13333334,0,21009.328125,17.195,78.825,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",705,0.504964539,0.495035461,0,0,1,0,0
"11-28-539-04631-576828",0.098802395,0.005988024,21920.69140625,17.215,78.855,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",2845,0.513532513,0.486467487,0,0,0,0,0
"11-28-539-04631-576829",0.178525224,0.013583441,21393.33203125,17.245,78.845,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",6609,0.513239522,0.486760478,0,0,0,0,0
"11-28-539-04631-576830",0.09865471,0.00896861,21691.794921875,17.275,78.845,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",936,0.532051282,0.467948718,0,0,0,0,0
"11-28-539-04631-576831",0.207792208,0.004329004,24133.666015625,17.275,78.855,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",828,0.528985507,0.471014493,0,0,0,0,0
"11-28-539-04631-576832",0.331967205,0.061475411,22879.890625,17.275,78.885,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",4440,0.516216216,0.483783784,0,0,0,0,0
"11-28-539-04631-576833",0.164736167,0.005791506,23703.177734375,17.315,78.905,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",6442,0.515367898,0.484632102,0,0,0,0,0
"11-28-539-04631-576834",0.126829267,0.017073171,23022.1015625,17.325,78.955,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",3393,0.509578544,0.490421456,0,0,0,0,0
"11-28-539-04631-576835",0.195386708,0.005427408,22649.00390625,17.315,78.985,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",3096,0.516472868,0.483527132,0,0,0,0,0
"11-28-539-04631-576836",0.241496593,0.030612245,23879.345703125,17.295,78.955,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",2405,0.518918919,0.481081081,0,0,0,0,0
"11-28-539-04631-576837",0.208542719,0.105527639,22893.41015625,17.275,78.925,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",1686,0.505931198,0.494068802,0,0,0,0,0
"11-28-539-04631-576838",0.269524366,0.021139165,21044.947265625,17.225,78.895,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",7272,0.510176018,0.489823982,0,0,0,0,0
"11-28-539-04631-576839",0.089397088,0.013513514,22881.4140625,17.245,78.945,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",3862,0.522009322,0.477990678,0,0,0,0,0
"11-28-539-04631-576840",0.263642341,0.046022356,22745.76171875,17.245,78.965,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",6467,0.516158961,0.483841039,0,0,0,0,0
"11-28-539-04631-576841",NA,NA,NA,17.275,78.905,"Nalgonda","Choutuppal","CHOUTUPPAL NALGONDA","Buffer",NA,NA,NA,NA,NA,NA,NA,0
"11-28-539-04632-576842",0.237113401,0.006872852,23164.55859375,17.345,79.065,"Nalgonda","Ramannapeta","RAMANNAPETA NALGONDA","Holdout",4765,0.505561385,0.494438615,0,0,0,0,NA
"11-28-539-04632-576843",0.183969468,0.012977099,22034.828125,17.305,79.025,"Nalgonda","Ramannapeta","RAMANNAPETA NALGONDA","Holdout",5537,0.518150623,0.481849377,0,0,0,0,NA
"11-28-539-04632-576844",0.18018721,0.021060843,22425.548828125,17.285,79.065,"Nalgonda","Ramannapeta","RAMANNAPETA NALGONDA","Holdout",5113,0.505574027,0.494425973,0,0,0,0,NA
"11-28-539-04632-576845",0.08118812,0,20257.3203125,17.315,79.075,"Nalgonda","Ramannapeta","RAMANNAPETA NALGONDA","Holdout",2046,0.507820137,0.492179863,0,0,1,0,NA
"11-28-539-04632-576846",0.049382716,0.012345679,21759.861328125,17.325,79.085,"Nalgonda","Ramannapeta","RAMANNAPETA NALGONDA","Holdout",1052,0.521863118,0.478136882,0,0,0,0,NA
