"shrid2","y_05k_raw","y_10k_raw","y_cons_raw","lat","lon","d_name","sd_name","clusters","wave","tot_p","tot_m","tot_f","urban","y_05k","y_10k","y_cons","D"
"11-28-552-05288-594362",0.064000003,0,18158.646484375,15.455,78.255,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",2273,0.51649802,0.48350198,0,0,1,1,0
"11-28-552-05288-594363",0.121447027,0.018087855,19216.791015625,15.425,78.275,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",1676,0.504176611,0.495823389,0,0,0,0,0
"11-28-552-05288-594364",0.38131699,0.107197553,22489.900390625,15.425,78.315,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",2758,0.50688905,0.49311095,0,0,0,0,0
"11-28-552-05288-594365",0.050193049,0,21644.2265625,15.395,78.315,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",1167,0.513281919,0.486718081,0,0,1,0,0
"11-28-552-05288-594366",0.008298756,0,21670.685546875,15.405,78.295,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",957,0.493207941,0.506792059,0,0,1,0,0
"11-28-552-05288-594367",0.031176928,0.008573655,20466.7578125,15.375,78.285,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",5004,0.504796163,0.495203837,0,0,0,0,0
"11-28-552-05288-594368",0.267175585,0.033078879,20999.42578125,15.365,78.235,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",1541,0.523685918,0.476314082,0,0,0,0,0
"11-28-552-05288-594369",0.200725511,0.021765416,20065.4140625,15.365,78.205,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",3573,0.511055136,0.488944864,0,0,0,0,0
"11-28-552-05288-594370",0.218323588,0.09551657,22424.6484375,15.335,78.155,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",2158,0.510658017,0.489341983,0,0,0,0,0
"11-28-552-05288-594371",0.086142324,0.014981274,16866.25,15.325,78.075,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",1190,0.511764706,0.488235294,0,0,0,1,0
"11-28-552-05288-594372",0.019095477,0.003015075,18409.29296875,15.315,78.025,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",4342,0.520958084,0.479041916,0,0,0,1,0
"11-28-552-05288-594373",0.169354841,0.064516127,18009.52734375,15.305,78.055,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",539,0.510204082,0.489795918,0,0,0,1,0
"11-28-552-05288-594374",0.28125,0.00625,19922.1875,15.305,78.125,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",620,0.503225806,0.496774194,0,0,0,0,0
"11-28-552-05288-594375",0.004081632,0,24501.68359375,15.315,78.145,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",972,0.505144033,0.494855967,0,0,1,0,0
"11-28-552-05288-594376",0.154618472,0.024096385,21633.208984375,15.325,78.155,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",2025,0.506666667,0.493333333,0,0,0,0,0
"11-28-552-05288-594377",0.010438413,0.006263048,20661.869140625,15.335,78.195,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",2054,0.513145083,0.486854917,0,0,0,0,0
"11-28-552-05288-594378",0.43589744,0,20106.275390625,15.335,78.215,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",625,0.5104,0.4896,0,0,1,0,0
"11-28-552-05288-594379",0,0,19581.365234375,15.345,78.245,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",421,0.520190024,0.479809976,0,1,1,0,0
"11-28-552-05288-594380",0,0,19007.259765625,15.335,78.275,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",311,0.501607717,0.498392283,0,1,1,0,0
"11-28-552-05288-594381",0,0,19671.0234375,15.365,78.305,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",303,0.478547855,0.521452145,0,1,1,0,0
"11-28-552-05288-594382",0.106043331,0.003420752,21574.1015625,15.355,78.345,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",3402,0.515579071,0.484420929,0,0,0,0,0
"11-28-552-05288-594383",0.081355929,0.037288137,22984.9375,15.335,78.305,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",1361,0.502571639,0.497428361,0,0,0,0,0
"11-28-552-05288-594384",0.085574575,0.012224939,19464.65625,15.315,78.275,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",1773,0.501410039,0.498589961,0,0,0,0,0
"11-28-552-05288-594385",0.007407407,0,20235.638671875,15.285,78.265,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",558,0.517921147,0.482078853,0,0,1,0,0
"11-28-552-05288-594386",0.00877193,0,19809.099609375,15.315,78.245,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",517,0.50483559,0.49516441,0,0,1,0,0
"11-28-552-05288-594387",0.011560693,0,18513.544921875,15.295,78.185,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",722,0.505540166,0.494459834,0,0,1,1,0
"11-28-552-05288-594388",0.055900622,0.043478262,20679.015625,15.275,78.225,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",681,0.496328928,0.503671072,0,0,0,0,0
"11-28-552-05288-594389",0.271428585,0,21753.306640625,15.245,78.215,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",292,0.537671233,0.462328767,0,0,1,0,0
"11-28-552-05288-594390",0.342857152,0.142857149,19934.8828125,15.235,78.225,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",165,0.545454545,0.454545455,0,0,0,0,0
"11-28-552-05288-594391",0.049180329,0.016393442,18868.439453125,15.265,78.255,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",3683,0.509638881,0.490361119,0,0,0,1,0
"11-28-552-05288-594392",0.793650806,0.158730164,19750.03125,15.245,78.265,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",326,0.506134969,0.493865031,0,0,0,0,0
"11-28-552-05288-594393",NA,NA,NA,15.325,78.215,"Kurnool","Banaganapalle","BANAGANAPALLE KURNOOL","Buffer",NA,NA,NA,NA,NA,NA,NA,0
"11-28-552-05289-594395",0.118181817,0.039393939,20942.0859375,15.395,77.785,"Kurnool","Dhone","DHONE KURNOOL","Buffer",1409,0.534421576,0.465578424,0,0,0,0,0
"11-28-552-05289-594396",0.115306124,0.01122449,19802.232421875,15.375,77.735,"Kurnool","Dhone","DHONE KURNOOL","Buffer",4606,0.528658272,0.471341728,0,0,0,0,0
"11-28-552-05289-594397",0.04404762,0.003571429,16277.46875,15.355,77.685,"Kurnool","Dhone","DHONE KURNOOL","Buffer",4020,0.513681592,0.486318408,0,0,0,1,0
"11-28-552-05289-594398",0.482014388,0.093525179,17588.072265625,15.345,77.715,"Kurnool","Dhone","DHONE KURNOOL","Buffer",715,0.524475524,0.475524476,0,0,0,1,0
"11-28-552-05289-594399",0.144869208,0.070422538,21874.162109375,15.315,77.725,"Kurnool","Dhone","DHONE KURNOOL","Buffer",2185,0.504805492,0.495194508,0,0,0,0,0
"11-28-552-05289-594400",0.403543293,0.358267725,22155.6171875,15.285,77.765,"Kurnool","Dhone","DHONE KURNOOL","Buffer",2349,0.51596424,0.48403576,0,0,0,0,0
"11-28-552-05289-594401",0.0625,0.001644737,23496.09765625,15.325,77.785,"Kurnool","Dhone","DHONE KURNOOL","Buffer",2222,0.533753375,0.466246625,0,0,0,0,0
"11-28-552-05289-594402",0.244653553,0.065012835,19458.181640625,15.315,77.865,"Kurnool","Dhone","DHONE KURNOOL","Buffer",5115,0.512218964,0.487781036,0,0,0,0,0
"11-28-552-05289-594403",0.346315801,0.028421052,21798.275390625,15.385,77.825,"Kurnool","Dhone","DHONE KURNOOL","Buffer",4145,0.517249698,0.482750302,0,0,0,0,0
"11-28-552-05289-594405",0.051958434,0.005595523,19590.498046875,15.455,77.825,"Kurnool","Dhone","DHONE KURNOOL","Buffer",5721,0.521587135,0.478412865,0,0,0,0,0
"11-28-552-05289-594406",0.307971001,0.025362318,20462.41796875,15.455,77.875,"Kurnool","Dhone","DHONE KURNOOL","Buffer",1235,0.523076923,0.476923077,0,0,0,0,0
"11-28-552-05289-594407",0.064516127,0.020737328,19451.5703125,15.425,77.865,"Kurnool","Dhone","DHONE KURNOOL","Buffer",1890,0.520634921,0.479365079,0,0,0,0,0
"11-28-552-05289-594408",0.066465259,0.003021148,19843.26953125,15.435,77.925,"Kurnool","Dhone","DHONE KURNOOL","Buffer",3113,0.520077096,0.479922904,0,0,0,0,0
"11-28-552-05289-594409",0,0,20970.849609375,15.375,77.945,"Kurnool","Dhone","DHONE KURNOOL","Buffer",1030,0.552427184,0.447572816,0,1,1,0,0
"11-28-552-05289-594410",0.207284763,0.066887416,20215.8515625,15.355,77.965,"Kurnool","Dhone","DHONE KURNOOL","Buffer",6814,0.510566481,0.489433519,0,0,0,0,0
"11-28-552-05289-803005",NA,NA,25870.357421875,15.375,77.875,"Kurnool","Dhone","DHONE KURNOOL","Buffer",51345,0.504197098,0.495802902,1,NA,NA,0,0
"11-28-552-05289-803005",NA,NA,20791.55859375,15.375,77.875,"Kurnool","Dhone","DHONE KURNOOL","Buffer",51345,0.504197098,0.495802902,1,NA,NA,0,0
"11-28-552-05290-594411",0.054857142,0,19968.109375,15.455,77.425,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",4082,0.518128368,0.481871632,0,0,1,0,NA
"11-28-552-05290-594412",0.063920453,0,18491.322265625,15.445,77.475,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",3548,0.507046223,0.492953777,0,0,1,1,NA
"11-28-552-05290-594413",0.139013454,0.006726457,19639.939453125,15.435,77.435,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",2040,0.502941176,0.497058824,0,0,0,0,NA
"11-28-552-05290-594414",0.103960395,0.014851485,17645.01171875,15.425,77.455,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",1957,0.510475217,0.489524783,0,0,0,1,NA
"11-28-552-05290-594415",0.146179408,0.009966778,18242.712890625,15.395,77.445,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",1542,0.494811933,0.505188067,0,0,0,1,NA
"11-28-552-05290-594416",0.228807718,0.05099931,19829.8671875,15.375,77.445,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",6989,0.513235084,0.486764916,0,0,0,0,NA
"11-28-552-05290-594417",0.386117131,0.028199567,19864.984375,15.345,77.485,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",2200,0.527727273,0.472272727,0,0,0,0,NA
"11-28-552-05290-594418",0.415186882,0.11584644,20813.25390625,15.375,77.515,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",28064,0.514360034,0.485639966,0,0,0,0,NA
"11-28-552-05290-594419",0.233446524,0.070458405,18842.734375,15.465,77.525,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",5962,0.510566924,0.489433076,0,0,0,1,NA
"11-28-552-05290-594420",0.139534891,0.045454547,19435.216796875,15.435,77.575,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",9245,0.5194159,0.4805841,0,0,0,0,NA
"11-28-552-05290-594421",0.132450327,0.008830022,18482.732421875,15.385,77.565,"Kurnool","Pattikonda","PATTIKONDA KURNOOL","Holdout",2158,0.516682113,0.483317887,0,0,0,1,NA
"11-28-552-05291-594422",0.580592096,0.273026317,19104.177734375,15.285,77.235,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",3272,0.586491443,0.413508557,0,0,0,0,NA
"11-28-552-05291-594423",0.666666687,0.011111111,21528.86328125,15.265,77.265,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",516,0.5,0.5,0,0,0,0,NA
"11-28-552-05291-594424",0.776548684,0.736725688,24824.70703125,15.315,77.275,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",2454,0.528932355,0.471067645,0,0,0,0,NA
"11-28-552-05291-594425",0.422924906,0.105401844,23194.884765625,15.305,77.315,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",3813,0.596380803,0.403619197,0,0,0,0,NA
"11-28-552-05291-594426",0.575045228,0.278481007,21773.47265625,15.235,77.375,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",2987,0.552058922,0.447941078,0,0,0,0,NA
"11-28-552-05291-594427",0.0125,0.00625,25689.89453125,15.225,77.355,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",712,0.521067416,0.478932584,0,0,0,0,NA
"11-28-552-05291-594428",0.393511981,0.231311709,24513.427734375,15.225,77.325,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",3300,0.505151515,0.494848485,0,0,0,0,NA
"11-28-552-05291-594429",0.619186044,0.415697664,22423.46875,15.265,77.315,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",1717,0.521840419,0.478159581,0,0,0,0,NA
"11-28-552-05291-594430",0.049079753,0.003067485,17120.064453125,15.195,77.245,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",1824,0.530701754,0.469298246,0,0,0,1,NA
"11-28-552-05291-594431",0.788524568,0.498360664,29036.10546875,15.255,77.275,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",2205,0.639455782,0.360544218,0,0,0,0,NA
"11-28-552-05291-594432",0.417406738,0.126110122,23952.537109375,15.205,77.275,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",2380,0.557563025,0.442436975,0,0,0,0,NA
"11-28-552-05291-594433",0.858490586,0.433962256,39909.44140625,15.165,77.255,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",1146,0.551483421,0.448516579,0,0,0,0,NA
"11-28-552-05291-594434",0.456140339,0.380116969,20870.802734375,15.155,77.285,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",711,0.509142053,0.490857947,0,0,0,0,NA
"11-28-552-05291-594435",0.451737463,0.250965238,26266.5234375,15.185,77.305,"Kurnool","Chippagiri","CHIPPAGIRI KURNOOL","Holdout",1106,0.543399638,0.456600362,0,0,0,0,NA
"11-28-552-05292-594438",0.022813689,0,16904.134765625,15.335,77.445,"Kurnool","Maddikera (East)","MADDIKERA (EAST) KURNOOL","Treatment",1399,0.506790565,0.493209435,0,0,1,1,1
"11-28-552-05292-594439",0.134045079,0.007117438,20338.123046875,15.285,77.505,"Kurnool","Maddikera (East)","MADDIKERA (EAST) KURNOOL","Treatment",7413,0.533387293,0.466612707,0,0,0,0,1
"11-28-552-05292-594440",0.190476194,0.01774043,20654.10546875,15.295,77.435,"Kurnool","Maddikera (East)","MADDIKERA (EAST) KURNOOL","Treatment",4950,0.521010101,0.478989899,0,0,0,0,1
"11-28-552-05292-594441",0.299082577,0.081467889,24129.978515625,15.245,77.415,"Kurnool","Maddikera (East)","MADDIKERA (EAST) KURNOOL","Treatment",11511,0.533142212,0.466857788,0,0,0,0,1
"11-28-552-05292-594442",0.034653466,0.014851485,24695.728515625,15.255,77.455,"Kurnool","Maddikera (East)","MADDIKERA (EAST) KURNOOL","Treatment",781,0.530089629,0.469910371,0,0,0,0,1
"11-28-552-05292-594443",0.351324826,0.241413146,26293.201171875,15.255,77.485,"Kurnool","Maddikera (East)","MADDIKERA (EAST) KURNOOL","Treatment",4193,0.541855473,0.458144527,0,0,0,0,1
"11-28-552-05293-594444",0.045045044,0.009009009,18018.705078125,15.345,77.535,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",4220,0.527488152,0.472511848,0,0,0,1,0
"11-28-552-05293-594445",0.347529799,0.143100515,21664.904296875,15.295,77.555,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",5429,0.533984159,0.466015841,0,0,0,0,0
"11-28-552-05293-594446",0.320346326,0.179653674,18796.7578125,15.345,77.595,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",2608,0.517254601,0.482745399,0,0,0,1,0
"11-28-552-05293-594447",0.177105829,0.046796255,20079.4296875,15.365,77.645,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",6808,0.552291422,0.447708578,0,0,0,0,0
"11-28-552-05293-594448",0.062433861,0.01058201,19621.271484375,15.405,77.645,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",4629,0.506372867,0.493627133,0,0,0,0,0
"11-28-552-05293-594449",0.088709675,0.038306452,17479.08203125,15.425,77.675,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",2710,0.546863469,0.453136531,0,0,0,1,0
"11-28-552-05293-594450",0.723684192,0.098684214,23785.205078125,15.385,77.705,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",758,0.521108179,0.478891821,0,0,0,0,0
"11-28-552-05293-594451",0.166944906,0.055926543,20212.970703125,15.305,77.635,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",6025,0.532780083,0.467219917,0,0,0,0,0
"11-28-552-05293-594452",0.268831164,0.141558439,20970.9765625,15.265,77.605,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",3532,0.521517554,0.478482446,0,0,0,0,0
"11-28-552-05293-594453",0.160080373,0.085063629,21216.4921875,15.235,77.565,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",7391,0.511838723,0.488161277,0,0,0,0,0
"11-28-552-05293-594454",0.14776358,0.039137378,18853.484375,15.225,77.615,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",6017,0.520358983,0.479641017,0,0,0,1,0
"11-28-552-05293-594455",0.409309804,0.096308187,22402.13671875,15.275,77.665,"Kurnool","Tuggali","TUGGALI KURNOOL","Buffer",2856,0.525910364,0.474089636,0,0,0,0,0
"11-28-552-05294-594456",0,0,24192.076171875,15.295,77.715,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",3799,0.515398789,0.484601211,0,1,1,0,1
"11-28-552-05294-594457",0,0,23506.51953125,15.275,77.685,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",454,0.511013216,0.488986784,0,1,1,0,1
"11-28-552-05294-594458",0.414784402,0.139630392,20967.119140625,15.255,77.695,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",2360,0.496610169,0.503389831,0,0,0,0,1
"11-28-552-05294-594460",0,0,28251.55078125,15.225,77.695,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",116,0.577586207,0.422413793,0,1,1,0,1
"11-28-552-05294-594461",0,0,25469.955078125,15.195,77.715,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",2530,0.516996047,0.483003953,0,1,1,0,1
"11-28-552-05294-594462",0.539167702,0.210526317,21207.19921875,15.235,77.745,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",14940,0.509303882,0.490696118,0,0,0,0,1
"11-28-552-05294-594463",0.330152661,0.267175585,22139.099609375,15.245,77.775,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",2189,0.523526725,0.476473275,0,0,0,0,1
"11-28-552-05294-594464",0.609732807,0.393129766,23480.498046875,15.275,77.815,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",4956,0.529257466,0.470742534,0,0,0,0,1
"11-28-552-05294-594465",0.42451492,0.15617606,21288.021484375,15.275,77.875,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",9315,0.509608159,0.490391841,0,0,0,0,1
"11-28-552-05294-594466",0.740259767,0.449675322,22904.083984375,15.305,77.955,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",2762,0.542722665,0.457277335,0,0,0,0,1
"11-28-552-05294-594467",0.309417039,0.271300435,18525.484375,15.275,77.975,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",1963,0.510952624,0.489047376,0,0,0,1,1
"11-28-552-05294-594468",0.505229294,0.185036197,23510.986328125,15.235,77.935,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",5189,0.518211601,0.481788399,0,0,0,0,1
"11-28-552-05294-594469",0.600000024,0.472727269,20950.04296875,15.195,77.895,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",2054,0.531158715,0.468841285,0,0,0,0,1
"11-28-552-05294-594470",0.618911147,0.320916891,20452.302734375,15.175,77.855,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",6636,0.524261603,0.475738397,0,0,0,0,1
"11-28-552-05294-594471",0.305164307,0.06807512,16565.82421875,15.215,77.815,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",1952,0.515881148,0.484118852,0,0,0,1,1
"11-28-552-05294-594472",0.76942569,0.307432443,22654.611328125,15.175,77.785,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",5532,0.518618944,0.481381056,0,0,0,0,1
"11-28-552-05294-594473",0.531328321,0.119465329,22520.533203125,15.135,77.775,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",5063,0.517479755,0.482520245,0,0,0,0,1
"11-28-552-05294-594474",0.737410069,0.324940056,22953.61328125,15.135,77.945,"Kurnool","Peapally","PEAPALLY KURNOOL","Treatment",3893,0.520421269,0.479578731,0,0,0,0,1
"11-28-552-05295-594475",0.525423706,0.316384166,21965.33203125,15.295,78.075,"Kurnool","Owk","OWK KURNOOL","Buffer",751,0.505992011,0.494007989,0,0,0,0,0
"11-28-552-05295-594476",0.76404494,0.21348314,23992.134765625,15.285,78.115,"Kurnool","Owk","OWK KURNOOL","Buffer",1149,0.553524804,0.446475196,0,0,0,0,0
"11-28-552-05295-594477",0.08634223,0.001569859,19986.892578125,15.245,78.105,"Kurnool","Owk","OWK KURNOOL","Buffer",2660,0.516541353,0.483458647,0,0,0,0,0
"11-28-552-05295-594478",0.086587436,0.016977929,24211.220703125,15.255,78.145,"Kurnool","Owk","OWK KURNOOL","Buffer",2215,0.505191874,0.494808126,0,0,0,0,0
"11-28-552-05295-594479",0.350746274,0.067164183,23166.578125,15.255,78.165,"Kurnool","Owk","OWK KURNOOL","Buffer",557,0.517055655,0.482944345,0,0,0,0,0
"11-28-552-05295-594480",0.372093022,0.039867111,21618.2265625,15.235,78.195,"Kurnool","Owk","OWK KURNOOL","Buffer",1247,0.522052927,0.477947073,0,0,0,0,0
"11-28-552-05295-594481",0.039893616,0.002659574,21122.54296875,15.205,78.185,"Kurnool","Owk","OWK KURNOOL","Buffer",1542,0.509727626,0.490272374,0,0,0,0,0
"11-28-552-05295-594482",0.328657329,0.076152302,22660.005859375,15.205,78.165,"Kurnool","Owk","OWK KURNOOL","Buffer",1958,0.495914198,0.504085802,0,0,0,0,0
"11-28-552-05295-594483",0,0,19530.595703125,15.235,78.145,"Kurnool","Owk","OWK KURNOOL","Buffer",589,0.511035654,0.488964346,0,1,1,0,0
"11-28-552-05295-594484",0.241632655,0.046530612,20429.064453125,15.205,78.115,"Kurnool","Owk","OWK KURNOOL","Buffer",10283,0.50209083,0.49790917,0,0,0,0,0
"11-28-552-05295-594485",0.299806565,0.025145067,21140.361328125,15.185,77.995,"Kurnool","Owk","OWK KURNOOL","Buffer",2257,0.51617191,0.48382809,0,0,0,0,0
"11-28-552-05295-594486",0.047151279,0.001964637,20802.82421875,15.165,78.015,"Kurnool","Owk","OWK KURNOOL","Buffer",2058,0.533527697,0.466472303,0,0,0,0,0
"11-28-552-05295-594487",0.022875817,0.001633987,21658.65234375,15.135,78.035,"Kurnool","Owk","OWK KURNOOL","Buffer",2819,0.518978361,0.481021639,0,0,0,0,0
"11-28-552-05295-594488",0.039123632,0.004694836,19431.7421875,15.155,78.095,"Kurnool","Owk","OWK KURNOOL","Buffer",2377,0.501472444,0.498527556,0,0,0,0,0
"11-28-552-05295-594489",0.436363637,0.090909094,23559.958984375,15.185,78.145,"Kurnool","Owk","OWK KURNOOL","Buffer",2369,0.520894892,0.479105108,0,0,0,0,0
"11-28-552-05295-594490",0.063116372,0.001972387,19850.03515625,15.185,78.155,"Kurnool","Owk","OWK KURNOOL","Buffer",2147,0.499767117,0.500232883,0,0,0,0,0
"11-28-552-05295-594491",0.343601882,0.177725121,26497.435546875,15.145,78.165,"Kurnool","Owk","OWK KURNOOL","Buffer",1749,0.504288165,0.495711835,0,0,0,0,0
"11-28-552-05295-594492",0.120111734,0.005586592,23082.951171875,15.155,78.185,"Kurnool","Owk","OWK KURNOOL","Buffer",1424,0.507022472,0.492977528,0,0,0,0,0
"11-28-552-05295-594493",NA,NA,NA,15.145,78.135,"Kurnool","Owk","OWK KURNOOL","Buffer",NA,NA,NA,NA,NA,NA,NA,0
"11-28-552-05296-594494",0.028436018,0.014218009,21975.1328125,15.295,78.315,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",770,0.525974026,0.474025974,0,0,0,0,1
"11-28-552-05296-594495",0.003846154,0.003846154,27477.048828125,15.295,78.325,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",788,0.510152284,0.489847716,0,0,0,0,1
"11-28-552-05296-594496",0.446511626,0.032558139,25796.26171875,15.315,78.345,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",832,0.506009615,0.493990385,0,0,0,0,1
"11-28-552-05296-594497",0.127659574,0.009118541,29691.005859375,15.325,78.365,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",975,0.493333333,0.506666667,0,0,0,0,1
"11-28-552-05296-594498",0.25,0.041946311,23487.880859375,15.295,78.375,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",2242,0.503122212,0.496877788,0,0,0,0,1
"11-28-552-05296-594499",0.973684192,0.210526317,32649.853515625,15.295,78.345,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",230,0.482608696,0.517391304,0,0,0,0,1
"11-28-552-05296-594500",0.0661157,0.003541913,22281.34765625,15.275,78.355,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",3273,0.501374885,0.498625115,0,0,0,0,1
"11-28-552-05296-594501",0.056701031,0.010309278,22102.650390625,15.255,78.345,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",1351,0.506291636,0.493708364,0,0,0,0,1
"11-28-552-05296-594502",0.041666668,0.013888889,16068.990234375,15.245,78.325,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",382,0.502617801,0.497382199,0,0,0,1,1
"11-28-552-05296-594503",0.145877376,0.038054969,23964.197265625,15.275,78.305,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",1751,0.505996573,0.494003427,0,0,0,0,1
"11-28-552-05296-594504",0.302884609,0.007211538,24005,15.245,78.285,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",1630,0.51595092,0.48404908,0,0,0,0,1
"11-28-552-05296-594505",0.33759591,0.063938618,20777.97265625,15.225,78.295,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",1542,0.523346304,0.476653696,0,0,0,0,1
"11-28-552-05296-594507",0.315433979,0.082573459,24864.65625,15.215,78.325,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",23387,0.501346902,0.498653098,0,0,0,0,1
"11-28-552-05296-594508",0.225976765,0.032734953,24847.32421875,15.165,78.335,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",3366,0.507130125,0.492869875,0,0,0,0,1
"11-28-552-05296-594509",0.622448981,0.382653058,30757.08203125,15.195,78.345,"Kurnool","Koilkuntla","KOILKUNTLA KURNOOL","Treatment",682,0.51026393,0.48973607,0,0,0,0,1
