"shrid2","lat","lon","Ycons","Y05k","Y10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-552-05278-594224",15.595,78.085,0,0,0,"Treatment",1,-2.81748219853197,-0.0578005863561835
"11-28-552-05278-594225",15.555,78.035,0,0,0,"Treatment",1,37.2665102392321,0.764521651422919
"11-28-552-05278-594226",15.535,78.005,0,0,1,"Treatment",1,-20.0897962547139,-0.412141735590651
"11-28-552-05278-594227",15.555,77.985,0,0,1,"Treatment",1,43.0763509437718,0.883710407800295
"11-28-552-05278-594228",15.545,77.935,0,0,0,"Treatment",1,-22.4874928253546,-0.461330428871286
"11-28-552-05278-594229",15.535,77.885,1,0,0,"Treatment",1,-16.8742713050151,-0.346175310804588
"11-28-552-05278-594230",15.505,77.915,0,0,0,"Treatment",1,-14.1435877528886,-0.290155396801816
"11-28-552-05278-594231",15.455,77.925,0,0,1,"Treatment",1,-12.0437030226974,-0.247076306985849
"11-28-552-05278-594232",15.475,77.945,0,0,0,"Treatment",1,-13.4009882002778,-0.274920983043636
"11-28-552-05278-594233",15.465,77.975,0,0,0,"Treatment",1,-20.6164477297831,-0.422945979209371
"11-28-552-05278-594234",15.505,77.975,0,0,0,"Treatment",1,8.06034475091123,0.165357798206643
"11-28-552-05279-594235",15.535,78.065,0,0,0,"Treatment",1,8.99745685187655,0.184582632686695
"11-28-552-05279-594236",15.515,78.085,0,0,0,"Treatment",1,-12.3797859776235,-0.253971041536139
"11-28-552-05279-594237",15.565,78.115,0,0,0,"Treatment",1,-14.02859779139,-0.287796380229092
"11-28-552-05279-594238",15.465,78.105,0,0,0,"Treatment",1,11.1771170159159,0.229298313802386
"11-28-552-05279-594240",15.435,78.035,0,0,0,"Treatment",1,14.4109572455317,0.295640476159755
"11-28-552-05279-594241",15.375,78.035,0,0,0,"Treatment",1,-58.8886462227612,-1.20809930340323
"11-28-552-05279-594242",15.405,78.075,0,0,0,"Treatment",1,-43.8775546852933,-0.900147085226275
"11-28-552-05279-594243",15.385,78.085,0,0,0,"Treatment",1,12.9666744010482,0.266011044847352
"11-28-552-05279-594244",15.415,78.175,0,0,0,"Treatment",1,-20.5987503085355,-0.422582916995299
"11-28-552-05280-594246",15.585,78.245,1,1,1,"Treatment",1,33.2670722109048,0.682473266786102
"11-28-552-05280-594247",15.565,78.395,1,0,0,"Treatment",1,54.0092074874654,1.10799772329879
"11-28-552-05280-594248",15.545,78.405,0,0,0,"Treatment",1,4.24398898481768,0.0870653422191849
"11-28-552-05280-594249",15.525,78.385,1,0,1,"Treatment",1,49.3670188014211,1.01276332282264
"11-28-552-05280-594250",15.505,78.395,0,0,0,"Treatment",1,11.9617453268412,0.245394946628237
"11-28-552-05280-594251",15.485,78.395,0,0,0,"Treatment",1,39.3023060048559,0.806285957517135
"11-28-552-05280-594252",15.475,78.375,0,0,0,"Treatment",1,65.1661714685485,1.33688259802752
"11-28-552-05280-594253",15.505,78.335,0,0,0,"Treatment",1,-72.847732740983,-1.49446966136691
"11-28-552-05280-594254",15.545,78.225,1,0,0,"Treatment",1,-25.7555904106275,-0.52837538013892
"11-28-552-05280-594255",15.485,78.325,0,0,0,"Treatment",1,-30.6409330016081,-0.628598077715021
"11-28-552-05280-594256",15.455,78.355,0,0,0,"Treatment",1,69.9453357146842,1.43492704915594
"11-28-552-05280-594257",15.475,78.265,0,0,0,"Treatment",1,51.0029433348884,1.04632427923903
"11-28-552-05280-594258",15.435,78.325,0,0,0,"Treatment",1,19.0841851330989,0.391511645183715
"11-28-552-05280-594259",15.395,78.345,0,0,0,"Treatment",1,47.4242929872339,0.972908344768896
"11-28-552-05280-594260",15.385,78.355,0,0,0,"Treatment",1,54.6153013762063,1.12043172631552
"11-28-552-05280-594261",15.405,78.355,0,0,0,"Treatment",1,55.8401688376902,1.14555985579199
"11-28-552-05280-594262",15.435,78.365,0,0,0,"Treatment",1,55.5923095888347,1.14047502866332
"11-28-552-05280-594263",15.455,78.405,0,0,0,"Treatment",1,70.3077260945974,1.44236147996077
"11-28-552-05281-594264",15.655,78.295,0,0,0,"Treatment",1,50.5236466232735,1.03649151756821
"11-28-552-05281-594265",15.635,78.345,0,0,0,"Treatment",1,34.6595013733962,0.711038920934116
"11-28-552-05281-594266",15.675,78.345,0,0,0,"Treatment",1,35.1843861929763,0.721806921653694
"11-28-552-05281-594267",15.665,78.415,0,0,0,"Treatment",1,46.4779199821234,0.953493523040633
"11-28-552-05281-594268",15.705,78.425,0,0,0,"Treatment",1,45.5740305295157,0.934950250472979
"11-28-552-05281-594269",15.685,78.455,0,0,0,"Treatment",1,-25.3194534858002,-0.519428040560435
"11-28-552-05281-594270",15.665,78.455,1,0,0,"Treatment",1,67.0097417571044,1.37470340261784
"11-28-552-05281-594271",15.655,78.485,0,0,0,"Treatment",1,27.4331278250019,0.562790023906961
"11-28-552-05281-594272",15.635,78.415,0,0,0,"Treatment",1,43.1116140313415,0.884433829278988
"11-28-552-05281-594273",15.615,78.425,0,0,0,"Treatment",1,56.5799217426306,1.16073587063479
"11-28-552-05281-594274",15.595,78.445,0,0,0,"Treatment",1,35.625628327024,0.730858994488901
"11-28-552-05281-594275",15.575,78.455,0,0,0,"Treatment",1,68.1628796745936,1.39836000205089
"11-28-552-05281-594276",15.575,78.425,0,0,0,"Treatment",1,63.5114325529671,1.30293566496905
"11-28-552-05281-594277",15.605,78.495,0,0,0,"Treatment",1,33.9269281359946,0.696010196815567
"11-28-552-05282-594278",15.725,78.465,0,0,0,"Control",0,63.0419184392131,1.29330359308174
"11-28-552-05282-594279",15.705,78.495,0,0,0,"Control",0,7.02951168886214,0.144210280237293
"11-28-552-05282-594280",15.665,78.555,0,0,0,"Control",0,35.2082655479221,0.722296806103857
"11-28-552-05282-594281",15.735,78.525,0,0,0,"Control",0,54.8434630773311,1.12511245867858
"11-28-552-05282-594282",15.755,78.515,0,0,0,"Control",0,30.4242569220724,0.6241529726304
"11-28-552-05282-594283",15.745,78.605,0,0,0,"Control",0,84.0236535875963,1.72374343578193
"11-28-552-05282-594284",15.695,78.575,0,0,0,"Control",0,59.2017480580576,1.21452258078143
"11-28-552-05283-594286",15.645,78.525,0,0,0,"Treatment",1,45.8000198830482,0.939586417172181
"11-28-552-05283-594287",15.625,78.515,0,0,0,"Treatment",1,64.0501813535209,1.3139880849584
"11-28-552-05283-594288",15.615,78.555,0,0,0,"Treatment",1,71.3284652492865,1.46330192163897
"11-28-552-05283-594289",15.645,78.565,0,0,0,"Treatment",1,61.3685934419225,1.25897536695905
"11-28-552-05283-594290",15.655,78.605,0,0,0,"Treatment",1,43.850208010121,0.899586068776668
"11-28-552-05283-594291",15.605,78.585,0,0,0,"Treatment",1,57.7577213184388,1.18489840345479
"11-28-552-05283-594292",15.585,78.585,0,0,0,"Treatment",1,54.463455017596,1.11731660155331
"11-28-552-05283-594293",15.585,78.535,0,0,0,"Treatment",1,54.8433051319762,1.12510921843305
"11-28-552-05283-594294",15.555,78.515,0,0,0,"Treatment",1,56.1725955701923,1.15237958301835
"11-28-552-05283-594295",15.565,78.495,0,0,0,"Treatment",1,59.2858908131647,1.21624876758231
"11-28-552-05283-594296",15.555,78.545,1,0,0,"Treatment",1,61.8317071640575,1.26847613495075
"11-28-552-05283-594297",15.555,78.585,0,0,0,"Treatment",1,56.7109998165026,1.16342493448484
"11-28-552-05283-594298",15.525,78.525,0,0,0,"Treatment",1,56.2562215208497,1.15409516758712
"11-28-552-05283-594299",15.515,78.545,0,0,0,"Treatment",1,65.2070765396353,1.33772176467602
"11-28-552-05283-594300",15.525,78.585,0,0,0,"Treatment",1,65.0268742401529,1.33402491840021
"11-28-552-05284-594301",15.525,78.435,0,0,0,"Buffer",0,35.7970147017018,0.734374982258051
"11-28-552-05284-594302",15.525,78.455,0,0,0,"Buffer",0,8.58812986675557,0.176185298441343
"11-28-552-05284-594303",15.545,78.445,1,0,0,"Buffer",0,52.7290221453226,1.08173474869721
"11-28-552-05284-594304",15.545,78.465,0,0,0,"Buffer",0,27.3697229248338,0.561489273751565
"11-28-552-05284-594305",15.535,78.495,0,0,0,"Buffer",0,56.879787655386,1.16688761334838
"11-28-552-05284-594307",15.485,78.515,0,0,0,"Buffer",0,10.6112165145479,0.217688877258165
"11-28-552-05284-594308",15.465,78.505,0,0,0,"Buffer",0,-43.0814476747688,-0.883814967126447
"11-28-552-05284-594310",15.445,78.425,0,0,0,"Buffer",0,48.6899956130964,0.998874206759269
"11-28-552-05284-594311",15.425,78.405,0,0,0,"Buffer",0,20.6196119942981,0.423010894027448
"11-28-552-05284-594312",15.415,78.385,1,0,1,"Buffer",0,38.1254427220206,0.782142632727226
"11-28-552-05284-594313",15.395,78.395,0,0,0,"Buffer",0,24.3807733023837,0.500171036902818
"11-28-552-05284-594314",15.425,78.445,0,0,0,"Buffer",0,70.8735111150391,1.45396854741628
"11-28-552-05284-594315",15.435,78.485,0,0,0,"Buffer",0,76.1274697474676,1.56175339510893
"11-28-552-05284-594316",15.385,78.385,0,0,1,"Buffer",0,57.2552033688977,1.17458925859023
"11-28-552-05284-803004",15.485,78.475,0,NA,NA,"Buffer",0,-127.750773530883,-2.62080435553008
"11-28-552-05285-594320",15.485,78.545,0,0,0,"Buffer",0,-1.78540746146881,-0.0366275954507796
"11-28-552-05285-594321",15.495,78.595,0,0,0,"Buffer",0,56.7757148430769,1.16475256185513
"11-28-552-05285-594322",15.475,78.605,0,0,0,"Buffer",0,45.9284482391019,0.94222112211851
"11-28-552-05285-594323",15.465,78.555,0,0,0,"Buffer",0,42.7938477360947,0.8779148606058
"11-28-552-05285-594324",15.445,78.535,0,0,0,"Buffer",0,-38.3258114898294,-0.786253193664523
"11-28-552-05285-594325",15.415,78.485,0,0,0,"Buffer",0,77.9776668879352,1.59971014942286
"11-28-552-05285-594326",15.445,78.585,0,0,0,"Buffer",0,35.1323208412619,0.720738802089531
"11-28-552-05285-594327",15.415,78.635,0,0,0,"Buffer",0,27.555349061363,0.565297389927066
"11-28-552-05285-594328",15.425,78.675,0,0,0,"Buffer",0,66.1790138717132,1.35766103801902
"11-28-552-05286-594329",15.355,78.515,0,0,0,"Control",0,-85.2244667636267,-1.74837809211266
"11-28-552-05286-594330",15.385,78.545,0,0,0,"Control",0,22.7063415144153,0.465820104993317
"11-28-552-05286-594331",15.425,78.565,0,0,0,"Control",0,32.5619071320188,0.668006820446618
"11-28-552-05286-594332",15.405,78.575,0,0,0,"Control",0,34.4070029459477,0.70585892115696
"11-28-552-05286-594333",15.395,78.625,0,0,0,"Control",0,11.1642176749532,0.229033684101569
"11-28-552-05286-594334",15.325,78.535,1,0,0,"Control",0,31.0282061846531,0.636542978687843
"11-28-552-05286-594335",15.345,78.495,0,0,0,"Control",0,-19.9135487356841,-0.408526021550273
"11-28-552-05286-594336",15.315,78.485,0,0,0,"Control",0,-33.720836097877,-0.691782223111689
"11-28-552-05286-594337",15.285,78.485,0,0,1,"Control",0,27.451836197255,0.563173825759042
"11-28-552-05286-594338",15.275,78.455,0,0,1,"Control",0,52.1706874433981,1.07028052436491
"11-28-552-05286-594339",15.255,78.455,0,0,0,"Control",0,57.7737195304668,1.18522660642847
"11-28-552-05286-594340",15.285,78.505,0,0,0,"Control",0,52.5772760203037,1.07862168022496
"11-28-552-05287-594341",15.375,78.425,0,0,0,"Control",0,41.1305042804046,0.843791405593129
"11-28-552-05287-594342",15.385,78.425,0,0,0,"Control",0,71.4578621416547,1.46595649608684
"11-28-552-05287-594343",15.395,78.435,0,0,0,"Control",0,49.2653710856588,1.01067802213258
"11-28-552-05287-594344",15.385,78.465,0,0,0,"Control",0,18.7226290621381,0.384094330208996
"11-28-552-05287-594345",15.405,78.505,0,0,0,"Control",0,35.6161616345713,0.730664785498014
"11-28-552-05287-594346",15.395,78.485,0,0,0,"Control",0,70.8927007941822,1.4543622232688
"11-28-552-05287-594347",15.375,78.485,0,0,0,"Control",0,5.14593854707275,0.105568817978219
"11-28-552-05287-594348",15.345,78.455,0,0,0,"Control",0,39.3860851643405,0.808004685161683
"11-28-552-05287-594349",15.345,78.415,0,0,0,"Control",0,61.8860803309872,1.26959159929413
"11-28-552-05287-594350",15.365,78.385,0,0,0,"Control",0,44.8262957708027,0.919610488072694
"11-28-552-05287-594351",15.365,78.355,0,0,0,"Control",0,53.1024793085527,1.08939621432239
"11-28-552-05287-594352",15.345,78.365,0,0,0,"Control",0,43.6371178551172,0.895214528856249
"11-28-552-05287-594353",15.335,78.395,0,0,0,"Control",0,48.4249223082569,0.993436233644452
"11-28-552-05287-594354",15.295,78.415,0,0,0,"Control",0,39.1174391619714,0.802493418234327
"11-28-552-05287-594355",15.305,78.445,0,0,0,"Control",0,25.373168262357,0.520529998039561
"11-28-552-05288-594356",15.355,78.115,1,0,1,"Buffer",0,28.9536545971712,0.593983597746561
"11-28-552-05288-594357",15.385,78.155,0,0,0,"Buffer",0,9.75049495572582,0.20003119309773
"11-28-552-05288-594358",15.385,78.205,1,0,0,"Buffer",0,15.5558515084521,0.319127957197651
"11-28-552-05288-594360",15.405,78.255,0,0,0,"Buffer",0,-1.96376826675971,-0.0402866635130896
"11-28-552-05288-594361",15.415,78.215,0,0,0,"Buffer",0,37.5362156948902,0.770054653011579
"11-28-552-05288-594362",15.455,78.255,1,0,1,"Buffer",0,41.9092246856438,0.859766837861628
"11-28-552-05288-594363",15.425,78.275,0,0,0,"Buffer",0,25.2015486250126,0.517009224891852
"11-28-552-05288-594364",15.425,78.315,0,0,0,"Buffer",0,20.1953285132076,0.414306727590815
"11-28-552-05288-594365",15.395,78.315,0,0,1,"Buffer",0,32.6436794300934,0.66968437737275
"11-28-552-05288-594366",15.405,78.295,0,0,1,"Buffer",0,60.024492124171,1.23140115750046
"11-28-552-05288-594367",15.375,78.285,0,0,0,"Buffer",0,-0.117593750651639,-0.00241243325087507
"11-28-552-05288-594368",15.365,78.235,0,0,0,"Buffer",0,26.2152438126758,0.537805159738895
"11-28-552-05288-594369",15.365,78.205,0,0,0,"Buffer",0,-65.7311398578738,-1.34847291231335
"11-28-552-05288-594370",15.335,78.155,0,0,0,"Buffer",0,-45.4458367297735,-0.932320357444306
"11-28-552-05288-594371",15.325,78.075,1,0,0,"Buffer",0,-3.26913329450472,-0.0670661988201203
"11-28-552-05288-594372",15.315,78.025,1,0,0,"Buffer",0,40.4571604865375,0.829977772227461
"11-28-552-05288-594373",15.305,78.055,1,0,0,"Buffer",0,17.2360967635059,0.353598152258656
"11-28-552-05288-594374",15.305,78.125,0,0,0,"Buffer",0,-5.17863755984655,-0.10623963751794
"11-28-552-05288-594375",15.315,78.145,0,0,1,"Buffer",0,29.7050002867499,0.609397438315443
"11-28-552-05288-594376",15.325,78.155,0,0,0,"Buffer",0,-69.5602113309402,-1.42702623075429
"11-28-552-05288-594377",15.335,78.195,0,0,0,"Buffer",0,29.5057201067496,0.605309209733491
"11-28-552-05288-594378",15.335,78.215,0,0,1,"Buffer",0,9.60858343977993,0.197119881417875
"11-28-552-05288-594379",15.345,78.245,0,1,1,"Buffer",0,16.9327214651864,0.347374414576131
"11-28-552-05288-594380",15.335,78.275,0,1,1,"Buffer",0,43.169979523926,0.88563119609682
"11-28-552-05288-594381",15.365,78.305,0,1,1,"Buffer",0,43.4452131600363,0.891277608187873
"11-28-552-05288-594382",15.355,78.345,0,0,0,"Buffer",0,25.6543601819336,0.526298644187038
"11-28-552-05288-594383",15.335,78.305,0,0,0,"Buffer",0,36.4319868474889,0.747401422093399
"11-28-552-05288-594384",15.315,78.275,0,0,0,"Buffer",0,55.0596788807124,1.12954812120785
"11-28-552-05288-594385",15.285,78.265,0,0,1,"Buffer",0,14.8021956581726,0.303666723731963
"11-28-552-05288-594386",15.315,78.245,0,0,1,"Buffer",0,-68.9728957139842,-1.41497746357703
"11-28-552-05288-594387",15.295,78.185,1,0,1,"Buffer",0,-7.97798420645056,-0.163668173418623
"11-28-552-05288-594388",15.275,78.225,0,0,0,"Buffer",0,3.53626544559959,0.0725464091213312
"11-28-552-05288-594389",15.245,78.215,0,0,1,"Buffer",0,11.1703718869954,0.22915993762849
"11-28-552-05288-594390",15.235,78.225,0,0,0,"Buffer",0,37.1252735750976,0.761624184313377
"11-28-552-05288-594391",15.265,78.255,1,0,0,"Buffer",0,45.9485870850021,0.942634270106517
"11-28-552-05288-594392",15.245,78.265,0,0,0,"Buffer",0,57.0222377493844,1.16980997394534
"11-28-552-05289-594395",15.395,77.785,0,0,0,"Buffer",0,-55.3168576478467,-1.13482413805242
"11-28-552-05289-594396",15.375,77.735,0,0,0,"Buffer",0,-52.1986389133763,-1.07085394816688
"11-28-552-05289-594397",15.355,77.685,1,0,0,"Buffer",0,-17.5788775019503,-0.360630291692941
"11-28-552-05289-594398",15.345,77.715,1,0,0,"Buffer",0,-96.1789360239394,-1.97310879202508
"11-28-552-05289-594399",15.315,77.725,0,0,0,"Buffer",0,-23.4579398581284,-0.481239128756302
"11-28-552-05289-594400",15.285,77.765,0,0,0,"Buffer",0,-112.580949678657,-2.3095957473495
"11-28-552-05289-594401",15.325,77.785,0,0,0,"Buffer",0,-33.1068149293797,-0.679185592122238
"11-28-552-05289-594402",15.315,77.865,0,0,0,"Buffer",0,30.0660526029333,0.616804418771801
"11-28-552-05289-594403",15.385,77.825,0,0,0,"Buffer",0,-52.3519724011818,-1.07399958135236
"11-28-552-05289-594405",15.455,77.825,0,0,0,"Buffer",0,-48.3583569510115,-0.992070646780478
"11-28-552-05289-594406",15.455,77.875,0,0,0,"Buffer",0,-32.4363669414158,-0.665431366152035
"11-28-552-05289-594407",15.425,77.865,0,0,0,"Buffer",0,-82.0626556454564,-1.68351360541849
"11-28-552-05289-594408",15.435,77.925,0,0,0,"Buffer",0,-53.9298006228283,-1.10636869318846
"11-28-552-05289-594409",15.375,77.945,0,1,1,"Buffer",0,7.33779125849999,0.150534628939827
"11-28-552-05289-594410",15.355,77.965,0,0,0,"Buffer",0,32.0603228273255,0.657716829285914
"11-28-552-05289-803005",15.375,77.875,0,NA,NA,"Buffer",0,-209.835046908666,-4.30476144825962
"11-28-552-05290-594411",15.455,77.425,0,0,1,"Holdout",NA,50.3195282537928,1.03230403363373
"11-28-552-05290-594412",15.445,77.475,1,0,1,"Holdout",NA,-7.20164138008525,-0.147741517129291
"11-28-552-05290-594413",15.435,77.435,0,0,0,"Holdout",NA,17.0618873017179,0.350024248918508
"11-28-552-05290-594414",15.425,77.455,1,0,0,"Holdout",NA,2.02201604383419,0.0414816153997792
"11-28-552-05290-594415",15.395,77.445,1,0,0,"Holdout",NA,42.6698538333994,0.875371128374194
"11-28-552-05290-594416",15.375,77.445,0,0,0,"Holdout",NA,46.2769622818638,0.94937088016685
"11-28-552-05290-594417",15.345,77.485,0,0,0,"Holdout",NA,75.3351121715793,1.54549819657955
"11-28-552-05290-594418",15.375,77.515,0,0,0,"Holdout",NA,1.58797183209602,0.0325772077850494
"11-28-552-05290-594419",15.465,77.525,1,0,0,"Holdout",NA,22.3343474352224,0.458188654505507
"11-28-552-05290-594420",15.435,77.575,0,0,0,"Holdout",NA,-38.6661586176443,-0.793235407629386
"11-28-552-05290-594421",15.385,77.565,1,0,0,"Holdout",NA,-32.0732439339484,-0.65798190550878
"11-28-552-05291-594422",15.285,77.235,0,0,0,"Holdout",NA,15.6040378708971,0.320116499380862
"11-28-552-05291-594423",15.265,77.265,0,0,0,"Holdout",NA,41.4681526776638,0.85071825515902
"11-28-552-05291-594424",15.315,77.275,0,0,0,"Holdout",NA,-14.3170670720997,-0.293714321282795
"11-28-552-05291-594425",15.305,77.315,0,0,0,"Holdout",NA,49.8121341010636,1.02189485356625
"11-28-552-05291-594426",15.235,77.375,0,0,0,"Holdout",NA,26.6112188663411,0.545928579399258
"11-28-552-05291-594427",15.225,77.355,0,0,0,"Holdout",NA,44.4682973430344,0.912266158071112
"11-28-552-05291-594428",15.225,77.325,0,0,0,"Holdout",NA,-14.3234755342809,-0.293845790745817
"11-28-552-05291-594429",15.265,77.315,0,0,0,"Holdout",NA,47.7623425471663,0.97984342417835
"11-28-552-05291-594430",15.195,77.245,1,0,0,"Holdout",NA,50.3269190268033,1.03245565518216
"11-28-552-05291-594431",15.255,77.275,0,0,0,"Holdout",NA,25.1213444907877,0.515363838813172
"11-28-552-05291-594432",15.205,77.275,0,0,0,"Holdout",NA,6.97255849351413,0.143041886666718
"11-28-552-05291-594433",15.165,77.255,0,0,0,"Holdout",NA,25.7749750057115,0.528773054687749
"11-28-552-05291-594434",15.155,77.285,0,0,0,"Holdout",NA,34.9344575303276,0.716679640545817
"11-28-552-05291-594435",15.185,77.305,0,0,0,"Holdout",NA,13.5190932529818,0.277343905645055
"11-28-552-05292-594438",15.335,77.445,1,0,1,"Treatment",1,-29.8607276621197,-0.612592182052521
"11-28-552-05292-594439",15.285,77.505,0,0,0,"Treatment",1,-74.614728004826,-1.53071953098168
"11-28-552-05292-594440",15.295,77.435,0,0,0,"Treatment",1,46.5316919070576,0.954596652917485
"11-28-552-05292-594441",15.245,77.415,0,0,0,"Treatment",1,-74.4937848356649,-1.52823838448254
"11-28-552-05292-594442",15.255,77.455,0,0,0,"Treatment",1,4.94635401519425,0.101474345624068
"11-28-552-05292-594443",15.255,77.485,0,0,0,"Treatment",1,1.0859084700615,0.0222773887733542
"11-28-552-05293-594444",15.345,77.535,1,0,0,"Buffer",0,-16.1710802649072,-0.331749361827934
"11-28-552-05293-594445",15.295,77.555,0,0,0,"Buffer",0,-67.369384477977,-1.38208146525688
"11-28-552-05293-594446",15.345,77.595,1,0,0,"Buffer",0,-38.6829710214496,-0.793580313729771
"11-28-552-05293-594447",15.365,77.645,0,0,0,"Buffer",0,-1.11305985829553,-0.0228343989156465
"11-28-552-05293-594448",15.405,77.645,0,0,0,"Buffer",0,6.11068757951206,0.125360623509628
"11-28-552-05293-594449",15.425,77.675,1,0,0,"Buffer",0,-81.2806394256335,-1.6674705595851
"11-28-552-05293-594450",15.385,77.705,0,0,0,"Buffer",0,-36.4882321424528,-0.748555293102906
"11-28-552-05293-594451",15.305,77.635,0,0,0,"Buffer",0,-49.4104550297825,-1.01365441610788
"11-28-552-05293-594452",15.265,77.605,0,0,0,"Buffer",0,-61.4771621753942,-1.2612026521777
"11-28-552-05293-594453",15.235,77.565,0,0,0,"Buffer",0,-87.0481936302672,-1.78579180933163
"11-28-552-05293-594454",15.225,77.615,1,0,0,"Buffer",0,-76.6608812102983,-1.57269631973034
"11-28-552-05293-594455",15.275,77.665,0,0,0,"Buffer",0,-93.3082875567509,-1.91421750081748
"11-28-552-05294-594456",15.295,77.715,0,1,1,"Treatment",1,-13.6755902315243,-0.280554437774571
"11-28-552-05294-594457",15.275,77.685,0,1,1,"Treatment",1,-81.8006719205345,-1.67813901496885
"11-28-552-05294-594458",15.255,77.695,0,0,0,"Treatment",1,-73.4512467561062,-1.50685073833218
"11-28-552-05294-594460",15.225,77.695,0,1,1,"Treatment",1,-24.7904293491138,-0.508575121839963
"11-28-552-05294-594461",15.195,77.715,0,1,1,"Treatment",1,-63.0938208235722,-1.29436836937413
"11-28-552-05294-594462",15.235,77.745,0,0,0,"Treatment",1,-204.382348969824,-4.19289946799496
"11-28-552-05294-594463",15.245,77.775,0,0,0,"Treatment",1,-70.3571438001054,-1.44337528312028
"11-28-552-05294-594464",15.275,77.815,0,0,0,"Treatment",1,0.177229808925901,0.00363586569634745
"11-28-552-05294-594465",15.275,77.875,0,0,0,"Treatment",1,-6.24079915604807,-0.12802985968774
"11-28-552-05294-594466",15.305,77.955,0,0,0,"Treatment",1,30.462388701553,0.624935245261593
"11-28-552-05294-594467",15.275,77.975,1,0,0,"Treatment",1,-32.698445597385,-0.670807904110057
"11-28-552-05294-594468",15.235,77.935,0,0,0,"Treatment",1,3.48621518673852,0.0715196291434644
"11-28-552-05294-594469",15.195,77.895,0,0,0,"Treatment",1,40.934288463715,0.839766042358208
"11-28-552-05294-594470",15.175,77.855,0,0,0,"Treatment",1,-0.521035033191795,-0.0106890224350985
"11-28-552-05294-594471",15.215,77.815,1,0,0,"Treatment",1,-45.896323127049,-0.941562076139664
"11-28-552-05294-594472",15.175,77.785,0,0,0,"Treatment",1,-14.2391177153986,-0.292115191916242
"11-28-552-05294-594473",15.135,77.775,0,0,0,"Treatment",1,-28.7290665852084,-0.589376179539345
"11-28-552-05294-594474",15.135,77.945,0,0,0,"Treatment",1,-0.485956193089958,-0.0099693807892214
"11-28-552-05295-594475",15.295,78.075,0,0,0,"Buffer",0,13.7792295924524,0.282680597022125
"11-28-552-05295-594476",15.285,78.115,0,0,0,"Buffer",0,-51.9289281547965,-1.06532083778889
"11-28-552-05295-594477",15.245,78.105,0,0,0,"Buffer",0,-15.9496657682473,-0.32720704821851
"11-28-552-05295-594478",15.255,78.145,0,0,0,"Buffer",0,29.5169082423782,0.605538734093894
"11-28-552-05295-594479",15.255,78.165,0,0,0,"Buffer",0,12.8955706576282,0.264552353089179
"11-28-552-05295-594480",15.235,78.195,0,0,0,"Buffer",0,21.3871306219791,0.438756522071653
"11-28-552-05295-594481",15.205,78.185,0,0,0,"Buffer",0,47.1916232828441,0.968135130816363
"11-28-552-05295-594482",15.205,78.165,0,0,0,"Buffer",0,16.6596622959692,0.341772611626352
"11-28-552-05295-594483",15.235,78.145,0,1,1,"Buffer",0,50.5765925238917,1.03757770157409
"11-28-552-05295-594484",15.205,78.115,0,0,0,"Buffer",0,-17.2478992387809,-0.353840279783616
"11-28-552-05295-594485",15.185,77.995,0,0,0,"Buffer",0,-16.6398083349911,-0.341365308046359
"11-28-552-05295-594486",15.165,78.015,0,0,0,"Buffer",0,-20.9820290887272,-0.430445872879993
"11-28-552-05295-594487",15.135,78.035,0,0,0,"Buffer",0,56.4525103811849,1.15812202931085
"11-28-552-05295-594488",15.155,78.095,0,0,0,"Buffer",0,22.1906030875924,0.455239742323301
"11-28-552-05295-594489",15.185,78.145,0,0,0,"Buffer",0,45.1744055977734,0.926751953642819
"11-28-552-05295-594490",15.185,78.155,0,0,0,"Buffer",0,58.5019263017083,1.2001657525882
"11-28-552-05295-594491",15.145,78.165,0,0,0,"Buffer",0,14.0033481621684,0.287278384631802
"11-28-552-05295-594492",15.155,78.185,0,0,0,"Buffer",0,75.7398809037184,1.55380201836358
"11-28-552-05296-594494",15.295,78.315,0,0,0,"Treatment",1,59.1567218899539,1.21359886991677
"11-28-552-05296-594495",15.295,78.325,0,0,0,"Treatment",1,23.1798072825813,0.47553324498541
"11-28-552-05296-594496",15.315,78.345,0,0,0,"Treatment",1,29.2839534489889,0.600759671546703
"11-28-552-05296-594497",15.325,78.365,0,0,0,"Treatment",1,52.880842238534,1.08484933462533
"11-28-552-05296-594498",15.295,78.375,0,0,0,"Treatment",1,59.2129195173094,1.21475176302632
"11-28-552-05296-594499",15.295,78.345,0,0,0,"Treatment",1,35.9647173061379,0.73781539756038
"11-28-552-05296-594500",15.275,78.355,0,0,0,"Treatment",1,67.5398879043306,1.38557933936026
"11-28-552-05296-594501",15.255,78.345,0,0,0,"Treatment",1,54.2470667105953,1.11287740011602
"11-28-552-05296-594502",15.245,78.325,1,0,0,"Treatment",1,51.9001496594123,1.06473044757861
"11-28-552-05296-594503",15.275,78.305,0,0,0,"Treatment",1,59.4629781921842,1.21988171133221
"11-28-552-05296-594504",15.245,78.285,0,0,0,"Treatment",1,37.642103800364,0.772226945204843
"11-28-552-05296-594505",15.225,78.295,0,0,0,"Treatment",1,61.8430613601556,1.26870906603809
"11-28-552-05296-594507",15.215,78.325,0,0,0,"Treatment",1,55.475710967812,1.13808301047525
"11-28-552-05296-594508",15.165,78.335,0,0,0,"Treatment",1,70.2135774786037,1.44043002314024
"11-28-552-05296-594509",15.195,78.345,0,0,0,"Treatment",1,37.1659246505063,0.762458140246039
