"shrid2","lat","lon","Ycons","Y05k","Y10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-552-05296-594510",15.225,78.375,0,0,0,"Treatment",1,54.3183915564718,1.1143406277863
"11-28-552-05296-594511",15.205,78.385,0,0,0,"Treatment",1,34.6701152722597,0.711256664839706
"11-28-552-05297-594512",15.365,78.585,0,0,1,"Treatment",1,24.6806105264762,0.506322191069112
"11-28-552-05297-594513",15.375,78.625,0,0,0,"Treatment",1,37.9817538008845,0.779194857618343
"11-28-552-05297-594514",15.345,78.625,1,0,0,"Treatment",1,57.8476782128702,1.18674386719813
"11-28-552-05297-594515",15.335,78.595,1,0,0,"Treatment",1,59.191346037118,1.21430918354687
"11-28-552-05297-594516",15.295,78.575,0,0,0,"Treatment",1,65.5482394581833,1.34472071457013
"11-28-552-05297-594517",15.305,78.605,0,0,0,"Treatment",1,67.5873986140562,1.38655402054255
"11-28-552-05297-594518",15.265,78.605,0,0,1,"Treatment",1,28.6748230803507,0.588263375210565
"11-28-552-05297-594519",15.275,78.545,0,0,0,"Treatment",1,60.381576509669,1.23872673594464
"11-28-552-05297-594520",15.255,78.535,0,0,0,"Treatment",1,50.6206819468173,1.03848219513168
"11-28-552-05297-594521",15.255,78.585,0,0,0,"Treatment",1,33.2227886193819,0.681564789863935
"11-28-552-05297-594522",15.235,78.605,0,0,0,"Treatment",1,28.5837491426281,0.586394995348263
"11-28-552-05297-594523",15.215,78.575,0,0,0,"Treatment",1,24.0487490339888,0.49335956621892
"11-28-552-05297-594524",15.225,78.555,0,0,0,"Treatment",1,41.2275191281194,0.84578166309541
"11-28-552-05297-594525",15.225,78.525,1,0,1,"Treatment",1,43.0613570261829,0.883402807905301
"11-28-552-05297-594526",15.195,78.525,0,0,0,"Treatment",1,5.18505503231605,0.106371291826832
"11-28-552-05297-594527",15.185,78.555,0,0,0,"Treatment",1,48.2507402102433,0.989862891671543
"11-28-552-05297-594528",15.175,78.585,0,0,0,"Treatment",1,-63.2933709817545,-1.29846213655265
"11-28-552-05297-594529",15.155,78.595,0,0,0,"Treatment",1,21.0726376191429,0.432304704921462
"11-28-552-05297-594530",15.205,78.605,0,0,0,"Treatment",1,39.5350606378874,0.811060913778917
"11-28-552-05298-594531",15.245,78.485,0,0,0,"Treatment",1,69.4106525366742,1.42395803532513
"11-28-552-05298-594532",15.205,78.485,0,0,0,"Treatment",1,-23.0579020289231,-0.47303236134362
"11-28-552-05298-594533",15.195,78.475,0,0,1,"Treatment",1,-3.23132363041314,-0.0662905343791658
"11-28-552-05298-594534",15.175,78.495,0,0,0,"Treatment",1,24.8964405281831,0.510749938885375
"11-28-552-05298-594535",15.165,78.505,0,0,0,"Treatment",1,32.0105079132089,0.656694877400389
"11-28-552-05298-594536",15.155,78.455,0,0,1,"Treatment",1,55.9485651445962,1.14778360368338
"11-28-552-05298-594537",15.135,78.465,0,0,0,"Treatment",1,54.3144658950628,1.11426009292742
"11-28-552-05298-594538",15.145,78.525,0,0,0,"Treatment",1,14.3492166476348,0.29437386912945
"11-28-552-05298-594539",15.145,78.545,0,0,0,"Treatment",1,26.5403176595704,0.544474042676064
"11-28-552-05298-594540",15.115,78.575,1,0,1,"Treatment",1,2.07785060298202,0.042627060172905
"11-28-552-05298-594541",15.115,78.535,0,0,1,"Treatment",1,45.087472990589,0.924968533086925
"11-28-552-05298-594542",15.125,78.505,0,0,0,"Treatment",1,62.5696959676941,1.28361595929346
"11-28-552-05298-594543",15.105,78.475,0,0,0,"Treatment",1,25.3686836094532,0.52043799548225
"11-28-552-05298-594544",15.085,78.495,0,0,0,"Treatment",1,37.1698526325859,0.762538722713433
"11-28-552-05298-594545",15.065,78.525,0,0,0,"Treatment",1,60.5844760690929,1.24288921601717
"11-28-552-05298-594546",15.085,78.545,0,0,0,"Treatment",1,-27.5622827876544,-0.565439635171946
"11-28-552-05298-594547",15.085,78.585,0,0,1,"Treatment",1,-38.5687372571183,-0.791236810525576
"11-28-552-05298-594548",15.125,78.615,0,0,0,"Treatment",1,9.6208375212756,0.197371273634684
"11-28-552-05298-594549",15.125,78.665,0,0,0,"Treatment",1,12.6174129778094,0.258845954304699
"11-28-552-05298-594550",15.085,78.625,0,0,0,"Treatment",1,-18.2022972669842,-0.373419734687033
"11-28-552-05299-594551",15.315,78.395,0,0,0,"Treatment",1,60.080426979659,1.23254865985084
"11-28-552-05299-594552",15.265,78.395,0,0,0,"Treatment",1,54.3081942875191,1.11413143103432
"11-28-552-05299-594553",15.225,78.425,0,0,0,"Treatment",1,44.5701877307354,0.914356437170745
"11-28-552-05299-594554",15.215,78.455,0,0,0,"Treatment",1,22.8232845115779,0.46821918805044
"11-28-552-05299-594555",15.205,78.435,0,0,0,"Treatment",1,60.2407202619684,1.23583707307001
"11-28-552-05299-594556",15.195,78.455,0,0,0,"Treatment",1,37.301835204151,0.765246342314095
"11-28-552-05299-594557",15.185,78.425,0,0,0,"Treatment",1,46.1030761510859,0.945803609955378
"11-28-552-05299-594558",15.185,78.375,0,0,0,"Treatment",1,32.1441065938154,0.659435651443077
"11-28-552-05299-594559",15.175,78.455,0,0,0,"Treatment",1,61.9865174295827,1.2716520641992
"11-28-552-05300-594560",15.225,78.215,0,0,0,"Buffer",0,36.2490418661395,0.743648309758411
"11-28-552-05300-594561",15.225,78.255,0,0,0,"Buffer",0,58.0383238009698,1.19065495731402
"11-28-552-05300-594562",15.215,78.245,0,0,1,"Buffer",0,54.0212317372594,1.10824440052321
"11-28-552-05300-594563",15.195,78.235,0,0,0,"Buffer",0,26.4558440139077,0.542741067662595
"11-28-552-05300-594564",15.205,78.215,0,0,0,"Buffer",0,34.4063258939498,0.705845031449869
"11-28-552-05300-594565",15.165,78.195,0,0,0,"Buffer",0,64.4284358878156,1.3217479685472
"11-28-552-05300-594566",15.165,78.245,0,0,0,"Buffer",0,67.0217189071861,1.37494911359268
"11-28-552-05300-594567",15.195,78.265,0,0,0,"Buffer",0,43.2836090508985,0.88796230338467
"11-28-552-05300-594568",15.175,78.275,0,0,0,"Buffer",0,54.5063282517012,1.11819614502356
"11-28-552-05300-594569",15.155,78.295,0,0,0,"Buffer",0,42.5941296828295,0.873817649063289
"11-28-552-05300-594570",15.145,78.265,1,0,1,"Buffer",0,65.099538839681,1.33551563108768
"11-28-552-05300-594571",15.115,78.285,0,0,0,"Buffer",0,-106.77281248511,-2.1904419384633
"11-28-552-05300-594572",15.105,78.255,0,0,0,"Buffer",0,22.6572828627164,0.464813667814931
"11-28-552-05300-594573",15.125,78.225,0,0,0,"Buffer",0,58.8196052856263,1.20668293007137
"11-28-552-05300-594575",15.055,78.205,0,0,0,"Buffer",0,39.8061058222433,0.81662139987283
"11-28-552-05300-594576",15.085,78.245,0,0,0,"Buffer",0,-35.442099341655,-0.727093901324085
"11-28-552-05300-594577",15.075,78.235,0,1,1,"Buffer",0,41.0892185191773,0.842944429094629
"11-28-552-05300-594578",15.075,78.265,0,1,1,"Buffer",0,3.53620457682699,0.072545160399778
"11-28-552-05300-594579",15.085,78.285,0,0,0,"Buffer",0,-87.1230315454757,-1.78732710754326
"11-28-552-05300-594580",15.005,78.375,0,0,0,"Buffer",0,-46.343493958758,-0.950735776079145
"11-28-552-05301-594581",15.085,78.055,0,0,0,"Buffer",0,31.1035949092676,0.63808957674253
"11-28-552-05301-594582",15.075,78.105,0,0,0,"Buffer",0,32.8558709432063,0.674037481674216
"11-28-552-05301-594583",15.105,78.115,0,0,0,"Buffer",0,57.3194903494436,1.17590810460549
"11-28-552-05301-594584",15.115,78.145,0,0,1,"Buffer",0,26.7868526572802,0.54953170282113
"11-28-552-05301-594585",15.095,78.135,0,0,1,"Buffer",0,70.6369406765015,1.44911530998709
"11-28-552-05301-594586",15.075,78.175,1,0,1,"Buffer",0,61.248125471951,1.256503969161
"11-28-552-05301-594587",15.035,78.155,0,0,1,"Buffer",0,33.195768362803,0.681010469884711
"11-28-552-05301-594588",15.055,78.095,0,0,0,"Buffer",0,23.5258005779224,0.482631289954938
"11-28-552-05301-594589",15.025,78.085,0,0,0,"Buffer",0,25.0534346895917,0.513970670710635
"11-28-552-05301-594590",15.005,78.095,0,0,1,"Buffer",0,14.1137810047215,0.289543912007938
"11-28-552-05301-594591",14.985,78.105,0,1,1,"Buffer",0,47.4543134068283,0.973524213027484
"11-28-552-05301-594592",14.985,78.135,0,0,0,"Buffer",0,-2.45246206568925,-0.0503122062268913
"11-28-552-05301-594593",15.025,78.125,1,0,1,"Buffer",0,33.9128715640734,0.695721826546671
"11-28-552-05301-594594",15.015,78.155,0,0,0,"Buffer",0,49.5434978997304,1.01638378770693
"11-28-552-05301-594595",15.005,78.165,1,0,1,"Buffer",0,53.2506723525762,1.09243639141488
"11-28-552-05301-594596",14.995,78.185,0,0,0,"Buffer",0,58.8772332169224,1.20786516583532
"11-28-552-05301-594597",14.995,78.195,0,0,0,"Buffer",0,52.0667889110995,1.0681490482223
"11-28-552-05301-594598",15.035,78.245,0,0,0,"Buffer",0,44.1620627026149,0.905983761047258
"11-28-552-05301-594599",14.995,78.215,0,1,1,"Buffer",0,58.1285230201105,1.19250539234354
"11-28-552-05301-594600",15.065,78.145,0,0,0,"Buffer",0,72.3293666193378,1.48383539159446
"11-28-552-05302-594602",15.155,78.375,0,0,0,"Buffer",0,70.6712933855052,1.44982005506919
"11-28-552-05302-594603",15.135,78.415,0,0,0,"Buffer",0,62.6770745026024,1.28581882761433
"11-28-552-05302-594604",15.125,78.385,1,0,1,"Buffer",0,26.3445793290643,0.540458475059868
"11-28-552-05302-594605",15.115,78.365,0,0,0,"Buffer",0,-60.6614998680156,-1.24446935758593
"11-28-552-05302-594606",15.135,78.345,0,0,0,"Buffer",0,6.50203287234201,0.133389063726603
"11-28-552-05302-594607",15.135,78.315,0,0,1,"Buffer",0,12.7616823402632,0.261805637154658
"11-28-552-05302-594608",15.115,78.335,0,0,0,"Buffer",0,22.2059617401837,0.455554824748978
"11-28-552-05302-594609",15.095,78.315,0,0,0,"Buffer",0,9.30275733924533,0.190845865580922
"11-28-552-05302-594610",15.065,78.355,0,0,0,"Buffer",0,29.3170539791202,0.601438728206328
"11-28-552-05302-594611",15.095,78.345,0,0,0,"Buffer",0,31.8414626034041,0.653226916526467
"11-28-552-05302-594612",15.085,78.375,0,0,0,"Buffer",0,-19.5281408437147,-0.400619386983517
"11-28-552-05302-594613",15.115,78.405,0,0,0,"Buffer",0,59.6572160212868,1.22386649619457
"11-28-552-05302-594614",15.095,78.425,0,0,1,"Buffer",0,20.2876841278446,0.416201401027291
"11-28-552-05302-594615",15.105,78.445,0,0,0,"Buffer",0,50.6309282731825,1.03869239829542
"11-28-552-05302-594616",15.095,78.465,0,0,0,"Buffer",0,-12.5539771534514,-0.257544569740212
"11-28-552-05302-594617",15.075,78.445,0,0,0,"Buffer",0,23.0919023961067,0.473729878140909
"11-28-552-05302-594618",15.065,78.395,0,0,1,"Buffer",0,44.0887326751884,0.904479397120851
"11-28-552-05302-594619",15.045,78.415,0,0,0,"Buffer",0,60.7659115007398,1.24661135997267
"11-28-552-05302-594620",15.055,78.445,0,0,0,"Buffer",0,29.3407094035388,0.601924018726571
"11-28-552-05303-594622",15.055,78.565,0,0,0,"Buffer",0,27.5181050379637,0.56453332959268
"11-28-552-05303-594623",15.025,78.525,0,0,1,"Buffer",0,26.0016082663221,0.533422431126731
"11-28-552-05303-594624",15.035,78.545,0,0,1,"Buffer",0,-19.1979297290475,-0.393845113109121
"11-28-552-05303-594625",15.035,78.575,0,1,1,"Buffer",0,-40.8511595728283,-0.83806065495988
"11-28-552-05303-594626",15.055,78.615,0,0,0,"Buffer",0,-70.7712619290917,-1.45187090757839
"11-28-552-05303-594627",15.035,78.635,0,1,1,"Buffer",0,-45.839010970471,-0.940386318487221
"11-28-552-05303-594628",15.005,78.615,0,0,0,"Buffer",0,-43.2706063506607,-0.88769555327056
"11-28-552-05303-594629",15.005,78.555,0,0,0,"Buffer",0,-2.62328921991347,-0.0538167216005333
"11-28-552-05303-594630",15.005,78.525,0,0,0,"Buffer",0,17.7336797876523,0.363806057235493
"11-28-552-05303-594631",14.985,78.545,0,0,0,"Buffer",0,-18.6200863269072,-0.381990668213899
"11-28-552-05303-594632",14.985,78.565,0,0,1,"Buffer",0,-45.9667373902605,-0.943006623226274
"11-28-552-05303-594633",14.975,78.525,0,0,0,"Buffer",0,44.0921789599789,0.90455009757878
"11-28-552-05303-594634",14.935,78.495,1,0,1,"Buffer",0,0.889252075361523,0.0182429870900803
"11-28-552-05303-594635",14.955,78.565,0,0,0,"Buffer",0,-2.83169440790656,-0.0580921495240701
"11-28-552-05303-594636",14.965,78.585,0,0,0,"Buffer",0,-136.955206993595,-2.80963310891083
"11-28-552-05303-594637",14.985,78.615,0,1,1,"Buffer",0,37.1513140758418,0.762158404622847
"11-28-552-05303-594638",14.975,78.635,0,0,1,"Buffer",0,-25.9654628220884,-0.53268090812016
"11-28-552-05303-594639",14.955,78.645,0,1,1,"Buffer",0,-33.8440692657258,-0.694310348884374
"11-28-552-05303-594640",14.945,78.645,0,0,0,"Buffer",0,-4.24322919062778,-0.0870497550578142
"11-28-553-05304-594641",15.055,76.785,1,0,0,"Buffer",0,44.8232249312904,0.919547489866527
"11-28-553-05304-594642",15.075,76.805,1,0,1,"Buffer",0,36.960669526553,0.758247335818137
"11-28-553-05304-594643",15.045,76.845,1,0,0,"Buffer",0,-5.67227344334238,-0.116366566989714
"11-28-553-05304-594644",15.005,76.825,1,0,0,"Buffer",0,15.6321624744947,0.320693475015287
"11-28-553-05304-594647",14.985,76.805,1,0,1,"Buffer",0,-4.10590871060002,-0.0842326283805089
"11-28-553-05304-594648",14.975,76.815,0,0,0,"Buffer",0,12.0529384577069,0.247265771735291
"11-28-553-05304-594649",14.975,76.845,0,0,0,"Buffer",0,-103.822603239916,-2.12991845961595
"11-28-553-05304-594650",15.005,76.875,0,0,1,"Buffer",0,18.9491717373485,0.388741848290454
"11-28-553-05304-594651",14.965,76.895,1,0,0,"Buffer",0,-23.2697635733207,-0.477378696344028
"11-28-553-05304-594652",14.925,76.925,0,0,0,"Buffer",0,33.6046239595291,0.68939813360734
"11-28-553-05304-594653",14.905,76.885,0,0,0,"Buffer",0,-25.0530014950599,-0.513961783734187
"11-28-553-05304-594654",14.865,76.905,0,0,0,"Buffer",0,-105.363178134377,-2.16152332025068
"11-28-553-05304-594655",14.835,76.915,0,0,0,"Buffer",0,14.6751354108419,0.301060085506492
"11-28-553-05304-594656",14.845,76.865,0,0,0,"Buffer",0,-72.9889765181011,-1.49736727439916
"11-28-553-05304-594657",14.795,76.865,1,0,1,"Buffer",0,2.46390309859233,0.0505469187694103
"11-28-553-05304-594658",14.805,76.915,0,0,0,"Buffer",0,-20.1829331254606,-0.414052436479317
"11-28-553-05305-594659",14.775,76.805,1,0,0,"Buffer",0,-17.5157849590612,-0.359335949540364
"11-28-553-05305-594660",14.755,76.825,1,0,0,"Buffer",0,-52.6964153537915,-1.08106582107429
"11-28-553-05305-594661",14.775,76.865,1,0,0,"Buffer",0,-11.2647513758615,-0.231096130800995
"11-28-553-05305-594662",14.745,76.885,1,0,0,"Buffer",0,-30.891194266444,-0.633732182149573
"11-28-553-05305-594663",14.765,76.935,1,0,0,"Buffer",0,-79.2404708280974,-1.62561654493879
"11-28-553-05305-594664",14.725,76.965,0,0,0,"Buffer",0,-107.504256243265,-2.20544749133954
"11-28-553-05305-594665",14.715,76.925,1,0,0,"Buffer",0,-73.68862693252,-1.51172058751639
"11-28-553-05305-594666",14.715,76.895,1,0,1,"Buffer",0,-59.7978311715276,-1.22675121296002
"11-28-553-05305-594667",14.685,76.885,1,0,0,"Buffer",0,-37.695405424558,-0.773320426872183
"11-28-553-05305-594668",14.675,76.915,1,0,0,"Buffer",0,-23.2152317640301,-0.476259977456043
"11-28-553-05305-594669",14.705,76.985,1,0,1,"Buffer",0,-12.7610596767564,-0.261792863226285
"11-28-553-05305-594670",14.715,77.015,1,0,0,"Buffer",0,-14.0867178562244,-0.288988712101939
"11-28-553-05305-594671",14.695,77.045,0,0,0,"Buffer",0,-38.7101100474292,-0.794137070260682
"11-28-553-05305-594672",14.665,77.005,1,0,0,"Buffer",0,-13.8761352586153,-0.284668614667231
"11-28-553-05306-594673",14.845,76.975,1,0,0,"Buffer",0,-23.8755730714838,-0.489806865094205
"11-28-553-05306-594674",14.825,77.015,0,0,0,"Buffer",0,-3.84522439400801,-0.0788846952646475
"11-28-553-05306-594675",14.765,76.985,1,0,0,"Buffer",0,-70.5365315723233,-1.44705541938688
"11-28-553-05306-594676",14.885,77.045,0,0,1,"Buffer",0,18.6109616886955,0.381803476458367
"11-28-553-05306-594677",14.755,77.045,1,0,0,"Buffer",0,-138.399213121571,-2.83925686339008
"11-28-553-05306-594678",14.795,77.055,1,0,0,"Buffer",0,56.4888853744229,1.15886826151028
"11-28-553-05306-594679",14.845,77.065,1,0,0,"Buffer",0,64.5905633714165,1.32507401036619
"11-28-553-05306-594680",14.865,77.055,0,0,0,"Buffer",0,45.7733923688927,0.939040154295279
"11-28-553-05306-594681",14.885,77.105,1,1,1,"Buffer",0,34.9324709003504,0.716638884874809
"11-28-553-05306-594682",14.875,77.125,1,0,0,"Buffer",0,52.6303371010325,1.07971022714831
"11-28-553-05306-594683",14.855,77.135,1,0,1,"Buffer",0,59.1280635933164,1.21301094558118
"11-28-553-05306-594684",14.835,77.125,1,0,0,"Buffer",0,36.9930979425627,0.758912604071096
"11-28-553-05306-594685",14.835,77.155,0,0,0,"Buffer",0,-62.4370882103436,-1.28089551401993
"11-28-553-05306-594686",14.805,77.165,1,0,0,"Buffer",0,-0.701204272384136,-0.0143851904797772
"11-28-553-05306-594687",14.795,77.125,1,0,0,"Buffer",0,56.2257115256052,1.15346925569466
"11-28-553-05306-594688",14.765,77.105,1,0,0,"Buffer",0,28.6850979553897,0.588474164049727
"11-28-553-05306-594689",14.755,77.165,1,0,0,"Buffer",0,60.2914410343695,1.23687760861865
"11-28-553-05307-594690",15.015,76.925,1,0,0,"Buffer",0,12.9372650364984,0.265407712369784
"11-28-553-05307-594691",14.975,76.955,1,0,1,"Buffer",0,31.6455577873485,0.649207933462826
"11-28-553-05307-594692",14.995,76.985,0,0,0,"Buffer",0,-17.5506861428377,-0.360051946570571
"11-28-553-05307-594693",15.015,77.005,1,0,0,"Buffer",0,22.8860496770765,0.469506814062931
"11-28-553-05307-594694",15.015,77.035,1,0,1,"Buffer",0,22.3449429676569,0.458406021624202
"11-28-553-05307-594695",14.985,77.015,0,0,0,"Buffer",0,40.133327924199,0.82333435421611
"11-28-553-05307-594696",14.985,77.065,1,0,0,"Buffer",0,53.2719777149662,1.09287347046344
"11-28-553-05307-594697",14.955,77.075,0,0,0,"Buffer",0,36.0403968020443,0.739367960781829
"11-28-553-05307-594698",14.945,77.015,0,0,0,"Buffer",0,-5.27717566154524,-0.10826114454275
"11-28-553-05307-594699",14.945,76.975,0,0,0,"Buffer",0,-73.1821737310209,-1.50133071104304
"11-28-553-05307-594700",14.905,76.955,1,0,0,"Buffer",0,-21.5098184024355,-0.441273459233781
"11-28-553-05307-594701",14.885,76.915,1,1,1,"Buffer",0,-101.797431014321,-2.08837209521562
"11-28-553-05307-594702",14.905,77.005,0,0,0,"Buffer",0,-5.98965994573191,-0.122877744220652
"11-28-553-05307-594703",14.895,77.035,0,0,0,"Buffer",0,30.4762116909899,0.625218823590878
"11-28-553-05307-594704",14.935,77.085,1,0,0,"Buffer",0,47.360889044495,0.971607614255138
"11-28-553-05307-594705",14.905,77.105,1,0,0,"Buffer",0,41.0036409042001,0.841188806174553
"11-28-553-05308-594706",15.135,77.185,1,0,0,"Buffer",0,-10.374633631837,-0.21283538453702
"11-28-553-05308-594707",15.135,77.215,0,0,0,"Buffer",0,-41.0557723200314,-0.842258281042645
"11-28-553-05308-594708",15.115,77.245,0,0,0,"Buffer",0,-165.707613678238,-3.39948811008519
"11-28-553-05308-594709",15.125,77.295,1,0,0,"Buffer",0,28.2559821457727,0.579670862497904
"11-28-553-05308-594710",15.065,77.295,1,0,1,"Buffer",0,-98.2297987999086,-2.0151821975106
"11-28-553-05308-594711",15.075,77.255,0,0,1,"Buffer",0,-37.5452109262751,-0.770239189988859
"11-28-553-05308-594712",15.055,77.225,0,0,0,"Buffer",0,21.8160673721261,0.447556150222322
"11-28-553-05308-594713",15.075,77.165,1,0,0,"Buffer",0,37.3932559998188,0.767121837959639
"11-28-553-05308-594714",15.025,77.195,1,0,0,"Buffer",0,-31.0252118492889,-0.636481549962618
"11-28-553-05308-594715",14.995,77.165,1,0,0,"Buffer",0,27.1500537667134,0.556982765724524
"11-28-553-05308-594716",15.005,77.115,0,0,0,"Buffer",0,11.801899901101,0.242115721176892
"11-28-553-05308-594717",14.955,77.145,0,0,0,"Buffer",0,31.1999284041819,0.640065856306848
"11-28-553-05308-594718",14.975,77.205,1,0,0,"Buffer",0,-115.010382670104,-2.35943551261648
"11-28-553-05308-594719",14.945,77.195,0,0,0,"Buffer",0,-93.3907154885627,-1.91590850805555
"11-28-553-05309-594720",15.195,77.395,0,0,0,"Treatment",1,-46.8468504187199,-0.961062122966849
"11-28-553-05309-594721",15.215,77.415,0,0,1,"Treatment",1,-8.55486071150333,-0.175502782441008
"11-28-553-05309-594722",15.195,77.435,0,0,0,"Treatment",1,-19.7803564255034,-0.40579358418808
"11-28-553-05309-594723",15.205,77.475,1,0,0,"Treatment",1,43.9220442493803,0.901059787671138
"11-28-553-05309-594724",15.185,77.495,0,0,0,"Treatment",1,-10.3191499562781,-0.21169713813313
"11-28-553-05309-594725",15.195,77.525,1,0,0,"Treatment",1,21.3834279996112,0.438680562853871
"11-28-553-05309-594726",15.205,77.545,0,1,1,"Treatment",1,-24.0999541287308,-0.494410037629903
"11-28-553-05309-594727",15.185,77.585,0,0,0,"Treatment",1,-0.658753479530316,-0.0135143133826604
"11-28-553-05309-594728",15.155,77.565,1,0,0,"Treatment",1,-9.37158859496548,-0.192257937303089
"11-28-553-05309-594729",15.165,77.505,0,0,0,"Treatment",1,65.6768171118151,1.34735848235304
"11-28-553-05309-594730",15.165,77.465,0,0,0,"Treatment",1,16.1528285902135,0.331374929116406
"11-28-553-05309-594731",15.145,77.435,0,0,0,"Treatment",1,-26.6081177918895,-0.545864960923963
