"shrid2","lat","lon","d_name","sd_name","y_cons","y_05k","y_10k","wave","D","R_PC1","R_PC1_scaled"
"11-28-532-04311-569183",19.505,78.655,"Adilabad","Inderavelly",0,0,1,"Holdout",NA,36.2073248594185,0.748134776875318
"11-28-532-04311-569184",19.495,78.665,"Adilabad","Inderavelly",1,0,1,"Holdout",NA,7.76377632418233,0.160419227063971
"11-28-532-04311-569185",19.485,78.655,"Adilabad","Inderavelly",0,0,0,"Holdout",NA,38.3794568935294,0.793016510640318
"11-28-532-04311-569186",19.465,78.685,"Adilabad","Inderavelly",0,0,0,"Holdout",NA,54.9158192868914,1.13469952195147
"11-28-532-04311-569187",19.465,78.665,"Adilabad","Inderavelly",0,1,1,"Holdout",NA,38.3730010267104,0.79288311612689
"11-28-532-04311-569188",19.455,78.635,"Adilabad","Inderavelly",1,0,1,"Holdout",NA,28.1904373711113,0.582485633902551
"11-28-532-04311-569189",19.485,78.635,"Adilabad","Inderavelly",1,0,1,"Holdout",NA,17.5408392667738,0.362438040424298
"11-28-532-04311-569190",19.485,78.625,"Adilabad","Inderavelly",1,1,1,"Holdout",NA,3.76889456507298,0.0778748804407735
"11-28-532-04311-569191",19.475,78.605,"Adilabad","Inderavelly",1,1,1,"Holdout",NA,55.5850074723059,1.14852663996493
"11-28-532-04311-569192",19.475,78.585,"Adilabad","Inderavelly",1,0,1,"Holdout",NA,39.5069002261229,0.81631233736445
"11-28-532-04311-569193",19.465,78.565,"Adilabad","Inderavelly",0,0,1,"Holdout",NA,57.0741733216564,1.17929656745225
"11-28-532-04311-569194",19.455,78.585,"Adilabad","Inderavelly",0,0,0,"Holdout",NA,63.2543274858628,1.30699416109236
"11-28-532-04311-569195",19.435,78.595,"Adilabad","Inderavelly",1,0,0,"Holdout",NA,-18.0305331506138,-0.372556352836119
"11-28-532-04311-569196",19.435,78.615,"Adilabad","Inderavelly",1,0,0,"Holdout",NA,12.6224741132954,0.260812194522243
"11-28-532-04311-569197",19.425,78.635,"Adilabad","Inderavelly",1,0,0,"Holdout",NA,-0.864798059460225,-0.0178689120438623
"11-28-532-04311-569198",19.425,78.645,"Adilabad","Inderavelly",1,0,1,"Holdout",NA,37.8377348976721,0.781823166031936
"11-28-532-04311-569199",19.425,78.655,"Adilabad","Inderavelly",1,1,1,"Holdout",NA,29.9766731515641,0.619393776446757
"11-28-532-04311-569200",19.435,78.645,"Adilabad","Inderavelly",0,0,0,"Holdout",NA,36.5120672605873,0.75443152454138
"11-28-532-04311-569201",19.435,78.655,"Adilabad","Inderavelly",0,0,0,"Holdout",NA,40.1707312956248,0.83002876383321
"11-28-532-04311-569202",19.435,78.675,"Adilabad","Inderavelly",0,0,0,"Holdout",NA,19.0181454742629,0.392962917758031
"11-28-532-04312-569203",19.645,78.815,"Adilabad","Narnoor",1,1,1,"Holdout",NA,40.4358219632275,0.835506206539313
"11-28-532-04312-569204",19.645,78.855,"Adilabad","Narnoor",1,0,0,"Holdout",NA,32.4764063413152,0.671044577477305
"11-28-532-04312-569205",19.635,78.875,"Adilabad","Narnoor",1,0,1,"Holdout",NA,20.5252385637598,0.424103267303845
"11-28-532-04312-569206",19.635,78.905,"Adilabad","Narnoor",1,0,0,"Holdout",NA,28.6729770207419,0.592456121766859
"11-28-532-04312-569207",19.655,78.915,"Adilabad","Narnoor",1,0,1,"Holdout",NA,44.7307973918175,0.92425124629105
"11-28-532-04312-569208",19.655,78.935,"Adilabad","Narnoor",1,1,1,"Holdout",NA,34.9045396267367,0.721215943651568
"11-28-532-04312-569209",19.645,78.955,"Adilabad","Narnoor",1,0,0,"Holdout",NA,51.0269136352609,1.05434490936222
"11-28-532-04312-569210",19.625,78.955,"Adilabad","Narnoor",1,0,0,"Holdout",NA,37.8498499902457,0.782073494442403
"11-28-532-04312-569211",19.625,78.935,"Adilabad","Narnoor",1,1,1,"Holdout",NA,26.8740616988828,0.555285987873729
"11-28-532-04312-569212",19.635,78.925,"Adilabad","Narnoor",1,1,1,"Holdout",NA,21.1876209872551,0.437789761087405
"11-28-532-04312-569213",19.615,78.895,"Adilabad","Narnoor",1,1,1,"Holdout",NA,41.5199733732758,0.857907512805509
"11-28-532-04312-569214",19.615,78.865,"Adilabad","Narnoor",1,0,0,"Holdout",NA,22.7585775937361,0.470249692187914
"11-28-532-04312-569215",19.605,78.835,"Adilabad","Narnoor",1,0,1,"Holdout",NA,40.5223615766018,0.837294333516218
"11-28-532-04312-569216",19.605,78.815,"Adilabad","Narnoor",1,0,1,"Holdout",NA,42.3835629683147,0.875751454922328
"11-28-532-04312-569217",19.585,78.805,"Adilabad","Narnoor",1,0,1,"Holdout",NA,38.4505476507606,0.79448542523165
"11-28-532-04312-569218",19.575,78.845,"Adilabad","Narnoor",1,0,0,"Holdout",NA,-4.90086509587267,-0.101264250513746
"11-28-532-04312-569219",19.585,78.855,"Adilabad","Narnoor",0,0,0,"Holdout",NA,29.4295717754189,0.608089280255454
"11-28-532-04312-569220",19.585,78.875,"Adilabad","Narnoor",1,0,0,"Holdout",NA,55.0229323173313,1.13691274768521
"11-28-532-04312-569221",19.585,78.885,"Adilabad","Narnoor",1,0,1,"Holdout",NA,14.6959101613572,0.303654619948723
"11-28-532-04312-569222",19.605,78.895,"Adilabad","Narnoor",1,1,1,"Holdout",NA,44.2370624386961,0.914049435181745
"11-28-532-04312-569223",19.595,78.905,"Adilabad","Narnoor",1,1,1,"Holdout",NA,50.2864055399227,1.03904414188406
"11-28-532-04312-569224",19.605,78.915,"Adilabad","Narnoor",1,0,0,"Holdout",NA,40.4630037090908,0.83606785005911
"11-28-532-04312-569225",19.605,78.945,"Adilabad","Narnoor",1,1,1,"Holdout",NA,6.28016299528789,0.129764028672727
"11-28-532-04312-569226",19.585,78.955,"Adilabad","Narnoor",1,0,0,"Holdout",NA,10.7485971046728,0.22209316285722
"11-28-532-04312-569227",19.585,78.925,"Adilabad","Narnoor",1,0,0,"Holdout",NA,20.5205808790596,0.424007027774483
"11-28-532-04312-569228",19.555,78.925,"Adilabad","Narnoor",1,1,1,"Holdout",NA,3.14236846263983,0.064929268809141
"11-28-532-04312-569229",19.565,78.895,"Adilabad","Narnoor",0,1,1,"Holdout",NA,9.46966042600495,0.195667100991344
"11-28-532-04312-569230",19.555,78.865,"Adilabad","Narnoor",1,0,0,"Holdout",NA,57.819788780403,1.19470286595759
"11-28-532-04312-569231",19.565,78.835,"Adilabad","Narnoor",1,0,1,"Holdout",NA,14.9120174051494,0.308119941406284
"11-28-532-04312-569232",19.555,78.805,"Adilabad","Narnoor",1,0,1,"Holdout",NA,66.824170816664,1.38075614030895
"11-28-532-04312-569233",19.545,78.785,"Adilabad","Narnoor",1,0,1,"Holdout",NA,65.8568247932487,1.36076832833447
"11-28-532-04312-569234",19.525,78.785,"Adilabad","Narnoor",1,1,1,"Holdout",NA,36.1823483882115,0.747618699899564
"11-28-532-04312-569235",19.525,78.805,"Adilabad","Narnoor",1,1,1,"Holdout",NA,18.2039967481192,0.376140548860529
"11-28-532-04312-569236",19.545,78.825,"Adilabad","Narnoor",1,0,0,"Holdout",NA,22.2022692686279,0.458754957177949
"11-28-532-04312-569237",19.535,78.855,"Adilabad","Narnoor",0,0,0,"Holdout",NA,19.5363691061642,0.403670726819576
"11-28-532-04312-569238",19.545,78.895,"Adilabad","Narnoor",1,0,0,"Holdout",NA,-47.1875700194106,-0.975014373606147
"11-28-532-04312-569239",19.525,78.955,"Adilabad","Narnoor",1,0,0,"Holdout",NA,15.6614634056768,0.323605388579242
"11-28-532-04312-569240",19.515,78.895,"Adilabad","Narnoor",0,0,0,"Holdout",NA,45.0984568384479,0.931848019019742
"11-28-532-04312-569242",19.505,78.855,"Adilabad","Narnoor",0,0,0,"Holdout",NA,-44.6859302849405,-0.923324178546533
"11-28-532-04312-569243",19.515,78.825,"Adilabad","Narnoor",1,0,0,"Holdout",NA,38.79029463073,0.801505455903354
"11-28-532-04312-569244",19.505,78.795,"Adilabad","Narnoor",1,0,0,"Holdout",NA,29.4483048915885,0.608476353747906
"11-28-532-04312-569245",19.485,78.795,"Adilabad","Narnoor",1,0,1,"Holdout",NA,46.357222088577,0.957857288227013
"11-28-532-04312-569246",19.495,78.805,"Adilabad","Narnoor",1,0,1,"Holdout",NA,8.82282196285315,0.182301784686332
"11-28-532-04312-569247",19.495,78.825,"Adilabad","Narnoor",1,0,0,"Holdout",NA,33.8914073401753,0.700282071842625
"11-28-532-04312-569248",19.485,78.865,"Adilabad","Narnoor",1,0,0,"Holdout",NA,61.8601672727543,1.27818728999619
"11-28-532-04312-569249",19.475,78.845,"Adilabad","Narnoor",0,0,0,"Holdout",NA,67.614407877851,1.39708443381711
"11-28-532-04312-569250",19.475,78.815,"Adilabad","Narnoor",1,0,0,"Holdout",NA,12.2749180606137,0.253630808685697
"11-28-532-04312-569251",19.445,78.845,"Adilabad","Narnoor",1,0,0,"Holdout",NA,-5.3471401894709,-0.110485421060603
"11-28-532-04312-569252",19.455,78.865,"Adilabad","Narnoor",1,0,1,"Holdout",NA,-5.4524978235949,-0.11266237587302
"11-28-532-04312-569253",19.445,78.885,"Adilabad","Narnoor",1,0,0,"Holdout",NA,16.1612981916076,0.333933237640138
"11-28-532-04312-569254",19.475,78.895,"Adilabad","Narnoor",1,0,0,"Holdout",NA,47.335013906366,0.978060936695171
"11-28-532-04312-569255",19.495,78.945,"Adilabad","Narnoor",1,0,0,"Holdout",NA,8.32371347668682,0.171988942812915
"11-28-532-04312-569256",19.495,78.965,"Adilabad","Narnoor",0,0,0,"Holdout",NA,-12.0908087954531,-0.249826646280813
"11-28-532-04313-569257",19.495,79.005,"Adilabad","Kerameri",0,0,0,"Holdout",NA,34.5585738785867,0.714067417523122
"11-28-532-04313-569258",19.515,78.985,"Adilabad","Kerameri",0,0,0,"Holdout",NA,32.3620669057143,0.668682035961922
"11-28-532-04313-569259",19.535,78.995,"Adilabad","Kerameri",0,0,0,"Holdout",NA,-12.2740190104032,-0.253612232037705
"11-28-532-04313-569260",19.505,79.015,"Adilabad","Kerameri",0,0,0,"Holdout",NA,-46.203743975066,-0.954686042777298
"11-28-532-04313-569261",19.525,79.035,"Adilabad","Kerameri",0,0,0,"Holdout",NA,31.6676125105628,0.654332854242921
"11-28-532-04313-569262",19.525,79.065,"Adilabad","Kerameri",0,0,0,"Holdout",NA,17.7486726288252,0.366732402588564
"11-28-532-04313-569263",19.525,79.085,"Adilabad","Kerameri",0,0,0,"Holdout",NA,9.45227566340875,0.195307887889121
"11-28-532-04313-569266",19.485,79.145,"Adilabad","Kerameri",0,1,1,"Holdout",NA,-7.12784782345135,-0.147279338136793
"11-28-532-04313-569267",19.475,79.115,"Adilabad","Kerameri",1,1,1,"Holdout",NA,15.2985320576897,0.316106310309813
"11-28-532-04313-569268",19.475,79.095,"Adilabad","Kerameri",0,0,0,"Holdout",NA,23.8641212310983,0.493093015898663
"11-28-532-04313-569269",19.475,79.065,"Adilabad","Kerameri",0,1,1,"Holdout",NA,-1.87217730815764,-0.0386839115606527
"11-28-532-04313-569270",19.485,79.075,"Adilabad","Kerameri",0,0,1,"Holdout",NA,11.6197268726481,0.240092903990376
"11-28-532-04313-569271",19.505,79.065,"Adilabad","Kerameri",0,0,0,"Holdout",NA,23.2169481394229,0.479720785323214
"11-28-532-04313-569272",19.495,79.035,"Adilabad","Kerameri",0,0,1,"Holdout",NA,57.2293449800468,1.18250280581639
"11-28-532-04313-569273",19.475,79.045,"Adilabad","Kerameri",1,1,1,"Holdout",NA,18.2828528372199,0.377769914820419
"11-28-532-04313-569274",19.485,79.015,"Adilabad","Kerameri",0,0,0,"Holdout",NA,-12.326870928001,-0.254704286138167
"11-28-532-04313-569275",19.465,79.025,"Adilabad","Kerameri",0,0,0,"Holdout",NA,28.1626445423541,0.581911363866813
"11-28-532-04313-569276",19.435,79.045,"Adilabad","Kerameri",0,0,0,"Holdout",NA,11.5406445153188,0.23845886275742
"11-28-532-04313-569277",19.455,79.075,"Adilabad","Kerameri",0,0,0,"Holdout",NA,-11.8163811688051,-0.244156278419396
"11-28-532-04313-569278",19.455,79.095,"Adilabad","Kerameri",0,0,0,"Holdout",NA,-8.33696633211027,-0.172262780277398
"11-28-532-04313-569279",19.465,79.115,"Adilabad","Kerameri",1,1,1,"Holdout",NA,-19.9197196694061,-0.411591717646975
"11-28-532-04313-569280",19.445,79.115,"Adilabad","Kerameri",0,0,0,"Holdout",NA,26.0221584755629,0.537683515711745
"11-28-532-04313-569281",19.455,79.145,"Adilabad","Kerameri",0,0,0,"Holdout",NA,-0.50342651068636,-0.0104020631656112
"11-28-532-04313-569282",19.465,79.155,"Adilabad","Kerameri",0,0,0,"Holdout",NA,19.2382504511047,0.397510842477078
"11-28-532-04313-569283",19.455,79.195,"Adilabad","Kerameri",1,0,0,"Holdout",NA,59.5000430328505,1.22942116246608
"11-28-532-04313-569284",19.415,79.195,"Adilabad","Kerameri",0,0,0,"Holdout",NA,35.4806095992464,0.733119004206896
"11-28-532-04313-569285",19.435,79.185,"Adilabad","Kerameri",1,1,1,"Holdout",NA,38.9545291456393,0.804898955772343
"11-28-532-04313-569286",19.425,79.165,"Adilabad","Kerameri",1,0,1,"Holdout",NA,-19.817051563666,-0.409470335283646
"11-28-532-04313-569287",19.425,79.155,"Adilabad","Kerameri",1,0,0,"Holdout",NA,0.0881716396774329,0.00182184876217478
"11-28-532-04313-569288",19.435,79.145,"Adilabad","Kerameri",0,0,1,"Holdout",NA,-9.36063100884425,-0.193414277867928
"11-28-532-04313-569290",19.435,79.115,"Adilabad","Kerameri",0,0,1,"Holdout",NA,25.6158874631777,0.529288930517125
"11-28-532-04313-569291",19.445,79.095,"Adilabad","Kerameri",0,0,1,"Holdout",NA,-22.4269390627487,-0.463397202550892
"11-28-532-04313-569293",19.415,79.095,"Adilabad","Kerameri",1,0,1,"Holdout",NA,27.1064152196739,0.56008699844571
"11-28-532-04313-569294",19.415,79.065,"Adilabad","Kerameri",0,1,1,"Holdout",NA,50.0117523993706,1.03336911433582
"11-28-532-04313-569295",19.395,79.085,"Adilabad","Kerameri",1,0,0,"Holdout",NA,28.6051272624603,0.591054174399299
"11-28-532-04313-569296",19.355,79.095,"Adilabad","Kerameri",0,1,1,"Holdout",NA,34.0989536326171,0.704570502423733
"11-28-532-04313-569297",19.375,79.125,"Adilabad","Kerameri",1,0,1,"Holdout",NA,24.91019590626,0.514707560655438
"11-28-532-04313-569298",19.415,79.115,"Adilabad","Kerameri",0,0,1,"Holdout",NA,24.5720195099854,0.507719982209538
"11-28-532-04313-569299",19.405,79.145,"Adilabad","Kerameri",1,1,1,"Holdout",NA,24.6764978616013,0.50987876882462
"11-28-532-04313-569301",19.385,79.165,"Adilabad","Kerameri",0,1,1,"Holdout",NA,16.6508297687723,0.344048196386123
"11-28-532-04313-569302",19.365,79.185,"Adilabad","Kerameri",0,1,1,"Holdout",NA,-21.473394947304,-0.443694572853204
"11-28-532-04314-569303",19.605,79.265,"Adilabad","Wankdi",1,1,1,"Holdout",NA,51.7627744316356,1.06954965190657
"11-28-532-04314-569304",19.585,79.285,"Adilabad","Wankdi",1,0,0,"Holdout",NA,15.4558795699435,0.319357507310116
"11-28-532-04314-569305",19.565,79.345,"Adilabad","Wankdi",1,0,0,"Holdout",NA,23.2650233346698,0.480714140275807
"11-28-532-04314-569306",19.555,79.285,"Adilabad","Wankdi",1,0,1,"Holdout",NA,14.3893882724571,0.297321103571855
"11-28-532-04314-569307",19.525,79.295,"Adilabad","Wankdi",1,0,0,"Holdout",NA,29.6204196309819,0.612032678957045
"11-28-532-04314-569308",19.525,79.315,"Adilabad","Wankdi",1,0,0,"Holdout",NA,68.167169675668,1.40850588861612
"11-28-532-04314-569309",19.525,79.345,"Adilabad","Wankdi",0,0,0,"Holdout",NA,44.4942467911301,0.919363513448258
"11-28-532-04314-569310",19.535,79.365,"Adilabad","Wankdi",0,0,0,"Holdout",NA,28.1972532849755,0.582626467897269
"11-28-532-04314-569311",19.545,79.385,"Adilabad","Wankdi",1,0,0,"Holdout",NA,33.234184500274,0.68670218808717
"11-28-532-04314-569313",19.485,79.365,"Adilabad","Wankdi",1,0,0,"Holdout",NA,29.9435809853118,0.618710008714354
"11-28-532-04314-569314",19.485,79.345,"Adilabad","Wankdi",0,0,1,"Holdout",NA,56.5122732138244,1.16768629208859
"11-28-532-04314-569315",19.485,79.335,"Adilabad","Wankdi",0,0,0,"Holdout",NA,64.796873317775,1.33886705383598
"11-28-532-04314-569316",19.495,79.325,"Adilabad","Wankdi",0,0,0,"Holdout",NA,20.0006267985228,0.413263463273703
"11-28-532-04314-569317",19.495,79.305,"Adilabad","Wankdi",0,0,1,"Holdout",NA,51.7307520200138,1.06888798800661
"11-28-532-04314-569319",19.525,79.265,"Adilabad","Wankdi",0,0,1,"Holdout",NA,29.6431925857073,0.612503225717084
"11-28-532-04314-569320",19.505,79.235,"Adilabad","Wankdi",0,0,1,"Holdout",NA,25.2806825584062,0.522362750590482
"11-28-532-04314-569321",19.475,79.235,"Adilabad","Wankdi",0,0,0,"Holdout",NA,31.9819063246937,0.660826958223843
"11-28-532-04314-569322",19.485,79.285,"Adilabad","Wankdi",1,0,1,"Holdout",NA,32.7173292697537,0.676022653654193
"11-28-532-04314-569323",19.485,79.315,"Adilabad","Wankdi",0,0,0,"Holdout",NA,34.9876054897994,0.722932294173725
"11-28-532-04314-569325",19.455,79.345,"Adilabad","Wankdi",0,0,0,"Holdout",NA,67.8324162201958,1.40158903677218
"11-28-532-04314-569326",19.465,79.305,"Adilabad","Wankdi",0,0,1,"Holdout",NA,54.0172959939604,1.1161337614076
"11-28-532-04314-569327",19.465,79.275,"Adilabad","Wankdi",1,0,0,"Holdout",NA,30.5947313473436,0.632164419740365
"11-28-532-04314-569329",19.435,79.275,"Adilabad","Wankdi",1,0,1,"Holdout",NA,9.11833803830101,0.188407893160975
"11-28-532-04314-569330",19.435,79.295,"Adilabad","Wankdi",0,0,0,"Holdout",NA,45.9323337598805,0.949078022257475
"11-28-532-04314-569331",19.415,79.315,"Adilabad","Wankdi",0,0,0,"Holdout",NA,41.5933760199258,0.859424196871145
"11-28-532-04314-569332",19.435,79.315,"Adilabad","Wankdi",0,0,0,"Holdout",NA,44.8487308844174,0.926688050101188
"11-28-532-04314-569333",19.435,79.335,"Adilabad","Wankdi",0,0,0,"Holdout",NA,52.1576276965231,1.07770831760121
"11-28-532-04314-569334",19.415,79.325,"Adilabad","Wankdi",0,0,1,"Holdout",NA,50.3845556177551,1.04107217038007
"11-28-532-04314-569335",19.405,79.365,"Adilabad","Wankdi",0,0,0,"Holdout",NA,42.726347765843,0.882834254577115
"11-28-532-04314-569336",19.435,79.355,"Adilabad","Wankdi",0,0,0,"Holdout",NA,32.0334473413835,0.661891925800732
"11-28-532-04314-569337",19.435,79.375,"Adilabad","Wankdi",1,1,1,"Holdout",NA,30.352319020919,0.627155568839459
"11-28-532-04314-569338",19.445,79.385,"Adilabad","Wankdi",1,0,0,"Holdout",NA,33.3999249327584,0.690126804016609
"11-28-532-04314-569339",19.445,79.405,"Adilabad","Wankdi",0,0,0,"Holdout",NA,44.2824156718366,0.914986547522628
"11-28-532-04315-569340",19.535,79.525,"Adilabad","Sirpur (T)",0,1,1,"Holdout",NA,-24.8770881378533,-0.514023470543122
"11-28-532-04315-569341",19.545,79.545,"Adilabad","Sirpur (T)",1,1,1,"Holdout",NA,47.8746336430494,0.989210843319552
"11-28-532-04315-569342",19.505,79.525,"Adilabad","Sirpur (T)",1,1,1,"Holdout",NA,-20.5398089638636,-0.424404328569017
"11-28-532-04315-569343",19.505,79.545,"Adilabad","Sirpur (T)",0,0,1,"Holdout",NA,-16.060437853743,-0.331849208326818
"11-28-532-04315-569344",19.505,79.585,"Adilabad","Sirpur (T)",1,0,1,"Holdout",NA,68.3765277670561,1.41283175553934
"11-28-532-04315-569345",19.495,79.605,"Adilabad","Sirpur (T)",1,0,0,"Holdout",NA,35.474834076042,0.732999667310821
"11-28-532-04315-569346",19.515,79.625,"Adilabad","Sirpur (T)",0,0,1,"Holdout",NA,-53.9401674350378,-1.11454009058424
"11-28-532-04315-569347",19.525,79.615,"Adilabad","Sirpur (T)",1,1,1,"Holdout",NA,22.491633235695,0.464733947555671
"11-28-532-04315-569348",19.525,79.635,"Adilabad","Sirpur (T)",1,0,0,"Holdout",NA,-13.8154828728048,-0.28546276855861
"11-28-532-04315-569349",19.515,79.675,"Adilabad","Sirpur (T)",1,0,0,"Holdout",NA,19.7059296191229,0.407174275259617
"11-28-532-04315-569351",19.445,79.655,"Adilabad","Sirpur (T)",1,0,1,"Holdout",NA,-76.4823716463343,-1.58031896221798
"11-28-532-04315-569352",19.475,79.575,"Adilabad","Sirpur (T)",1,0,0,"Holdout",NA,-66.543295525107,-1.37495254740628
"11-28-532-04315-569353",19.455,79.565,"Adilabad","Sirpur (T)",1,1,1,"Holdout",NA,20.4317287655621,0.422171118704578
"11-28-532-04315-569354",19.465,79.515,"Adilabad","Sirpur (T)",1,0,1,"Holdout",NA,11.2317846338309,0.23207703754885
"11-28-532-04315-569355",19.505,79.475,"Adilabad","Sirpur (T)",1,0,0,"Holdout",NA,49.7942232205776,1.02887441210991
"11-28-532-04315-569356",19.475,79.485,"Adilabad","Sirpur (T)",1,0,0,"Holdout",NA,35.8543885273383,0.740842220877955
"11-28-532-04315-569357",19.415,79.505,"Adilabad","Sirpur (T)",1,0,1,"Holdout",NA,51.0770265303684,1.05538036834035
"11-28-532-04315-569358",19.435,79.555,"Adilabad","Sirpur (T)",1,1,1,"Holdout",NA,-16.4503653564292,-0.339906095333864
"11-28-532-04315-569359",19.415,79.575,"Adilabad","Sirpur (T)",1,0,1,"Holdout",NA,16.1603019860511,0.333912653517321
"11-28-532-04315-569361",19.435,79.595,"Adilabad","Sirpur (T)",1,0,1,"Holdout",NA,22.1874799784043,0.458449373090074
"11-28-532-04315-569362",19.445,79.595,"Adilabad","Sirpur (T)",1,1,1,"Holdout",NA,9.85937093840191,0.203719504430982
"11-28-532-04315-569364",19.445,79.715,"Adilabad","Sirpur (T)",1,0,0,"Holdout",NA,30.8110649762511,0.636634418886167
"11-28-532-04315-569365",19.415,79.695,"Adilabad","Sirpur (T)",1,1,1,"Holdout",NA,43.9522976451161,0.908165475343948
"11-28-532-04316-569366",19.565,79.645,"Adilabad","Kouthala",0,1,1,"Control",0,30.4036817800541,0.628216853165059
"11-28-532-04316-569367",19.565,79.665,"Adilabad","Kouthala",1,0,1,"Control",0,24.6156234310708,0.508620949345298
"11-28-532-04316-569368",19.565,79.685,"Adilabad","Kouthala",1,0,0,"Control",0,7.4407359600955,0.153744397270658
"11-28-532-04316-569369",19.565,79.705,"Adilabad","Kouthala",0,0,0,"Control",0,37.2483944769463,0.769645904500596
"11-28-532-04316-569370",19.595,79.735,"Adilabad","Kouthala",0,0,0,"Control",0,46.9131745532207,0.969344670261018
"11-28-532-04316-569371",19.575,79.735,"Adilabad","Kouthala",0,0,1,"Control",0,40.6420161203151,0.839766698589047
"11-28-532-04316-569372",19.585,79.755,"Adilabad","Kouthala",1,0,0,"Control",0,-34.7972624942626,-0.71899932715535
"11-28-532-04316-569373",19.575,79.785,"Adilabad","Kouthala",0,0,0,"Control",0,6.13949199268679,0.126857410480071
"11-28-532-04316-569374",19.535,79.805,"Adilabad","Kouthala",0,0,0,"Control",0,20.3465660444519,0.420411441799332
"11-28-532-04316-569375",19.535,79.765,"Adilabad","Kouthala",0,0,0,"Control",0,49.9315208014968,1.03171132689069
"11-28-532-04316-569376",19.555,79.735,"Adilabad","Kouthala",1,0,0,"Control",0,54.3342663559398,1.12268316962697
"11-28-532-04316-569378",19.545,79.675,"Adilabad","Kouthala",1,0,1,"Control",0,17.8532453943372,0.368893140033192
